Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,PTI,Biovolume,CyanoBiovol,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero
1980-02-06,0.39304859999999997,-12.70041925,3.6,0.0,,,,,,,,,0,0,False,False,False,False,True
1980-02-07,0.0,-14.08657999,4.0,0.0,,,,,,,,,0,0,False,False,True,False,True
1980-02-08,0.0,-16.53965904,2.9,0.0,,,,,,,,,0,0,False,False,False,False,True
1980-02-09,4.280968733,-12.66597873,3.8,0.0,,,,,,,,,1,0,False,False,False,False,True
1980-02-10,13.70319559,-8.146269596,4.1,0.0,,,,,,,,,1,1,False,False,True,False,True
1980-02-11,0.582382545,-7.22759652,2.9,0.0,,,,,,,,,0,0,False,False,False,False,True
1980-02-12,0.0,-5.135374045,2.0,0.0,,,,,,,,,0,0,False,True,False,False,True
1980-02-13,5.616920692000001,-1.222835007,5.0,0.0,,,,,,,,,1,0,False,False,True,True,True
1980-02-14,3.5577589360000004,0.370443952,3.6,0.0,,,,,,,,,1,0,False,False,False,False,False
1980-02-15,4.16237602,0.150461063,6.3,0.0,0.423,,,,,,,,1,0,False,False,True,True,False
1980-02-16,0.0,-1.650023323,0.3,0.0,0.5329999999999999,,,,,,,,0,0,True,True,False,False,True
1980-02-17,0.0,-3.702810388,1.5,0.0,0.46399999999999997,,,,,,,,0,0,True,True,False,False,True
1980-02-18,0.616194823,-1.5104965559999999,3.1,0.0,0.402,,,,,,,,0,0,False,False,False,False,True
1980-02-19,0.0,-1.378124095,3.4,0.0,0.36200000000000004,,,,,,,,0,0,False,False,False,False,True
1980-02-20,0.0,-1.704718802,0.2,0.0,0.336,,,,,,,,0,0,True,True,False,False,True
1980-02-21,0.0,-4.868199085,1.2,0.0,0.327,,,,,,,,0,0,True,True,False,False,True
1980-02-22,0.0,-6.75749015,2.1,0.0,0.319,,,,,,,,0,0,False,True,False,False,True
1980-02-23,0.0,-8.29414339,1.4,0.0,0.304,,,,,,,,0,0,True,True,False,False,True
1980-02-24,0.0,-8.877868075,0.5,0.0,0.301,,,,,,,,0,0,True,True,False,False,True
1980-02-25,0.0,-8.743877794,0.7,0.0,0.3,,,,,,,,0,0,True,True,False,False,True
1980-02-26,0.0,-8.021839355,1.7,0.0,0.281,,,,,,,,0,0,True,True,False,False,True
1980-02-27,0.0,-4.149102635,1.9,0.0,0.28,,,,,,,,0,0,True,True,False,False,True
1980-02-28,0.0,-0.9188075000000001,5.1,0.0,0.284,,,,,,,,0,0,False,False,True,True,True
1980-02-29,0.0,-0.5700753279999999,2.8,0.0,0.268,,,,,,,,0,0,False,True,False,False,True
1980-03-01,0.0,0.36516945,5.7,0.0,0.27399999999999997,,,,,,,,0,0,False,False,True,True,False
1980-03-02,0.001909379,-3.803687099,4.3,0.0,0.25,,,,,,,,0,0,False,False,True,False,True
1980-03-03,0.0,-4.028767139,3.6,0.0,0.249,,,,,,,,0,0,False,False,False,False,True
1980-03-04,0.0,-4.001453956000001,1.9,0.0,0.243,,,,,,,,0,0,True,True,False,False,True
1980-03-05,0.048416262,-0.40746256700000005,5.1,0.0,0.243,,,,,,,,0,0,False,False,True,True,True
1980-03-06,2.095131107,0.6816753109999999,3.1,0.0,0.23800000000000002,,,,,,,,1,0,False,False,False,False,False
1980-03-07,18.19963073,-0.261129371,3.6,0.0,0.261,,,,,,,,1,1,False,False,False,False,True
1980-03-08,0.047469190999999994,-0.45025255,3.1,0.0,0.265,,,,,,,,0,0,False,False,False,False,True
1980-03-09,0.50920121,0.229507657,2.2,0.0,0.266,,,,,,,,0,0,False,True,False,False,False
1980-03-10,0.115925086,-0.208130175,0.8,0.0,0.263,,,,,,,,0,0,True,True,False,False,True
1980-03-11,0.006354187,-2.672582491,1.9,0.0,0.265,,,,,,,,0,0,True,True,False,False,True
1980-03-12,0.47142828200000003,-2.589003613,2.7,0.0,,,,,,,,,0,0,False,True,False,False,True
1980-03-13,0.1767395,0.036972102,3.9,0.0,,,,,,,,,0,0,False,False,True,False,False
1980-03-14,0.0,-1.68022261,4.4,0.0,0.43700000000000006,,,,,,,,0,0,False,False,True,False,True
1980-03-15,0.069037342,-1.4600897769999999,4.8,0.0,0.429,,,,,,,,0,0,False,False,True,False,True
1980-03-16,0.0,-1.8074006269999998,3.4,0.0,0.424,,,,,,,,0,0,False,False,False,False,True
1980-03-17,0.0,-2.7588696969999997,4.0,0.034231724,0.414,,,,,,,,0,0,False,False,True,False,True
1980-03-18,0.0,-7.498590946,5.0,0.06846344900000001,0.41200000000000003,,,,,,,,0,0,False,False,True,True,True
1980-03-19,0.0,-10.24906838,1.5,0.102695173,0.41700000000000004,,,,,,,,0,0,True,True,False,False,True
1980-03-20,0.9188733509999999,-8.044130946000001,3.1,0.136926897,0.43200000000000005,,,,,,,,0,0,False,False,False,False,True
1980-03-21,0.223711959,-6.383910095,3.2,0.171158621,0.402,,,,,,,,0,0,False,False,False,False,True
1980-03-22,0.0,-7.630748442000001,1.9,0.205390346,0.39399999999999996,,,,,,,,0,0,True,True,False,False,True
1980-03-23,0.0,-7.72103865,1.2,0.23962207,0.401,,,,,,,,0,0,True,True,False,False,True
1980-03-24,0.0,-5.846126118,0.7,0.273853794,0.41700000000000004,,,,,,,,0,0,True,True,False,False,True
1980-03-25,0.0,-3.3302498419999997,3.2,0.308085518,0.413,,,,,,,,0,0,False,False,False,False,True
1980-03-26,0.0,-2.665799595,2.9,0.342317243,0.42700000000000005,,,,,,,,0,0,False,False,False,False,True
1980-03-27,0.19414219,-3.005019678,3.1,0.376548967,0.41600000000000004,,,,,,,,0,0,False,False,False,False,True
1980-03-28,6.771208061,-1.2562578309999999,3.7,0.41078069100000003,0.4,,,,,,,,1,0,False,False,False,False,True
1980-03-29,3.709685447,0.871749815,3.1,0.445012415,0.401,,,,,,,,1,0,False,False,False,False,False
1980-03-30,2.4003330419999998,1.8973278980000001,1.7,0.47924414,0.489,,,,,,,,1,0,True,True,False,False,False
1980-03-31,0.0,1.60208604,4.0,0.513475864,0.6659999999999999,,,,,,,,0,0,False,False,True,False,False
1980-04-01,0.0,2.004226757,1.2,0.547707588,1.278,,,,,,,,0,0,True,True,False,False,False
1980-04-02,0.0,1.322738582,2.9,0.581939313,1.335,,,,,,,,0,0,False,False,False,False,False
1980-04-03,0.0,2.4768657640000002,1.9,0.616171037,1.85,,,,,,,,0,0,True,True,False,False,False
1980-04-04,0.0,2.2826912409999998,3.1,0.650402761,2.9939999999999998,,,,,,,,0,0,False,False,False,False,False
1980-04-05,0.0,2.836039164,1.7,0.684634485,4.053,,,,,,,,0,0,True,True,False,False,False
1980-04-06,0.0,3.1655120869999998,1.0,0.71886621,6.1739999999999995,,,,,,,,0,0,True,True,False,False,False
1980-04-07,0.0,1.1777466109999999,3.1,0.753097934,4.53,,,,,,,,0,0,False,False,False,False,False
1980-04-08,0.0,3.19914651,4.6,0.787329658,6.742000000000001,,,,,,,,0,0,False,False,True,False,False
1980-04-09,0.0,2.8175650180000003,4.3,0.8215613820000001,6.803999999999999,,,,,,,,0,0,False,False,True,False,False
1980-04-10,0.0,4.675665588,2.4,0.855793107,7.707000000000001,,,,,,,,0,0,False,True,False,False,False
1980-04-11,0.0,4.7675981489999995,2.9,0.890024831,9.289,,,,,,,,0,0,False,False,False,False,False
1980-04-12,0.0,5.598320362999999,2.2,0.924256555,15.669,,,,,,,,0,0,False,True,False,False,False
1980-04-13,0.0,4.339282696000001,3.7,0.9584882790000001,,,,,,,,,0,0,False,False,False,False,False
1980-04-14,0.0,5.252164728,2.7,0.992720004,20.008,,,,,,,,0,0,False,True,False,False,False
1980-04-15,0.0,6.726670512,0.8,1.026951728,18.174,,,38.5,,,,,0,0,True,True,False,False,False
1980-04-16,1.216843457,7.366360229,2.4,1.061183452,21.127,,,,,,,,1,0,False,True,False,False,False
1980-04-17,0.0,6.203053695,3.4,1.12513969,21.298000000000002,,,,,,,,0,0,False,False,False,False,False
1980-04-18,0.0,5.264841271,4.4,1.189095927,18.855999999999998,,,,,,,,0,0,False,False,True,False,False
1980-04-19,0.07399199599999999,3.194239877,12.7,1.253052164,14.104000000000001,,,,,,,,0,0,False,False,True,True,False
1980-04-20,0.0,5.136949745,7.0,1.3170084020000001,12.463,,,,,,,,0,0,False,False,True,True,False
1980-04-21,0.0,6.998982099,2.9,1.380964639,11.982999999999999,,,,,,,,0,0,False,False,False,False,False
1980-04-22,0.0,6.4000279110000005,4.6,1.444920877,11.716,,,,,,,,0,0,False,False,True,False,False
1980-04-23,0.0,6.523193626,2.7,1.5088771140000001,11.167,,,,,,,,0,0,False,True,False,False,False
1980-04-24,0.0,7.400933252000001,4.5,1.572833352,11.015999999999998,,,,,,,,0,0,False,False,True,False,False
1980-04-25,2.278387223,8.375403548,5.6,1.6367895890000002,11.419,,,,,,,,1,0,False,False,True,True,False
1980-04-26,3.8697558130000003,7.334701344,3.8,1.700745826,12.222000000000001,,,,,,,,1,0,False,False,False,False,False
1980-04-27,3.520609733,7.027331156,3.9,1.764702064,13.594000000000001,,,,,,,,1,0,False,False,True,False,False
1980-04-28,0.060932965,8.454177025,4.1,1.828658301,12.195,130.0,,,,,,,0,0,False,False,True,False,False
1980-04-29,0.0,11.37923561,2.9,1.892614539,11.052999999999999,,3.971428571,52.0,,,,,0,0,False,False,False,False,False
1980-04-30,0.0,11.61211955,3.9,1.956570776,9.978,,,,,,,,0,0,False,False,True,False,False
1980-05-01,0.0,9.998767081,4.1,2.0205270140000002,8.799,,,,,,,,0,0,False,False,True,False,False
1980-05-02,0.0,11.19366436,1.9,2.084483251,8.007,,,,,,,,0,0,True,True,False,False,False
1980-05-03,0.0,12.24054435,1.9,2.148439488,7.531000000000001,,,,,,,,0,0,True,True,False,False,False
1980-05-04,0.0,11.5882507,3.1,2.212395726,6.8660000000000005,,,,,,,,0,0,False,False,False,False,False
1980-05-05,0.0,13.31649859,2.8,2.276351963,6.204,,,,,,,,0,0,False,True,False,False,False
1980-05-06,0.0,12.92988408,2.9,2.340308201,5.876,,,,,,,,0,0,False,False,False,False,False
1980-05-07,1.068899689,11.94270096,3.8,2.4042644380000002,5.653,,,,,,,,1,0,False,False,False,False,False
1980-05-08,8.415856284,7.499570027000001,2.2,2.468220675,6.212000000000001,,,,,,,,1,0,False,True,False,False,False
1980-05-09,0.0,7.575179565,6.3,2.5321769130000003,5.352,,,,,,,,0,0,False,False,True,True,False
1980-05-10,0.0,9.411481228,3.6,2.59613315,4.779,,,,,,,,0,0,False,False,False,False,False
1980-05-11,0.0,8.867669162,2.6,2.6600893880000003,4.356,,,,,,,,0,0,False,True,False,False,False
1980-05-12,0.0,10.84909557,2.4,2.724045625,,,,,,,,,0,0,False,True,False,False,False
1980-05-13,0.0,11.20470567,3.9,2.7880018630000003,3.91,,7.283333333,45.0,,,,,0,0,False,False,True,False,False
1980-05-14,0.0,15.93614749,2.4,2.8519581,3.648,,,,,,,,0,0,False,True,False,False,False
1980-05-15,0.0,17.98963449,3.9,2.915914337,3.383,,,,,,,,0,0,False,False,True,False,False
1980-05-16,0.0,18.91183403,4.5,2.979870575,3.035,,,,,,,,0,0,False,False,True,False,False
1980-05-17,0.0,19.67526387,3.6,3.02094719,2.7560000000000002,,,,,,,,0,0,False,False,False,False,False
1980-05-18,0.0,19.15017786,3.6,3.062023805,2.555,,,,,,,,0,0,False,False,False,False,False
1980-05-19,0.0,15.67615416,3.3,3.103100421,2.4,,,,,,,,0,0,False,False,False,False,False
1980-05-20,1.644535275,8.877092207999999,5.3,3.1441770360000003,2.255,50.0,,,,,,,1,0,False,False,True,True,False
1980-05-21,0.0,8.069601687,3.1,3.185253651,2.109,,,,,,,,0,0,False,False,False,False,False
1980-05-22,0.0,11.10857398,4.1,3.226330267,1.921,,,,,,,,0,0,False,False,True,False,False
1980-05-23,0.0,12.64858619,4.0,3.267406882,1.7690000000000001,,,,,,,,0,0,False,False,True,False,False
1980-05-24,0.783962246,12.18541996,3.4,3.3084834969999997,1.632,,,,,,,,0,0,False,False,False,False,False
1980-05-25,4.680221747,10.40723665,3.1,3.349560112,2.764,,,,,,,,1,0,False,False,False,False,False
1980-05-26,1.7056496769999998,9.454999837999999,2.2,3.390636728,2.738,,,,,,,,1,0,False,True,False,False,False
1980-05-27,0.0,12.51119271,4.8,3.431713343,2.35,,,,,,,,0,0,False,False,True,False,False
1980-05-28,13.45874394,11.37498368,2.2,3.472789958,3.772,,12.61428571,32.71428571,,,,,1,1,False,True,False,False,False
1980-05-29,14.68118582,12.41666452,2.7,3.5138665739999997,7.52,,,,,,,,1,1,False,True,False,False,False
1980-05-30,4.976493177,13.24550159,2.2,3.554943189,7.0889999999999995,,,,,,,,1,0,False,True,False,False,False
1980-05-31,0.007058118,11.45934545,5.0,3.5960198039999995,5.721,,,,,,,,0,0,False,False,True,True,False
1980-06-01,0.0,15.027879,2.4,3.63709642,4.737,,,,,,,,0,0,False,True,False,False,False
1980-06-02,1.8927647630000002,14.64397563,5.3,3.678173035,4.523,,,,,,,,1,0,False,False,True,True,False
1980-06-03,0.0,19.0662871,2.8,3.71924965,4.159,,,,,,,,0,0,False,True,False,False,False
1980-06-04,0.0,19.61354736,4.0,3.760326265,3.778,,,,,,,,0,0,False,False,True,False,False
1980-06-05,0.0,22.36500463,2.1,3.8014028810000005,3.515,,,,,,,,0,0,False,True,False,False,False
1980-06-06,0.0,21.10033216,1.9,3.842479496,3.1830000000000003,,,,,,,,0,0,True,True,False,False,False
1980-06-07,0.119166319,21.51603532,1.4,3.8835561110000003,2.943,,,,,,,,0,0,True,True,False,False,False
1980-06-08,11.07342574,19.04204219,2.4,3.924632727,2.912,,,,,,,,1,1,False,True,False,False,False
1980-06-09,2.724632815,17.90579234,1.7,3.965709342,2.883,,,,,,,,1,0,True,True,False,False,False
1980-06-10,0.616025972,20.90769066,1.9,4.006785957,4.199,,15.3,41.6,,,,,0,0,True,True,False,False,False
1980-06-11,7.615253052999999,17.64525572,1.4,4.047862572,9.34,,,,,,,,1,0,True,True,False,False,False
1980-06-12,0.0,14.13257282,3.8,4.088939188,4.151,,,,,,,,0,0,False,False,False,False,False
1980-06-13,0.0032598740000000003,14.97037771,4.8,4.130015803,3.111,,,,,,,,0,0,False,False,True,False,False
1980-06-14,0.0,17.79642429,2.2,4.171092418,2.575,,,,,,,,0,0,False,True,False,False,False
1980-06-15,0.303437579,19.45703504,4.5,4.2121690339999995,2.282,,,,,,,,0,0,False,False,True,False,False
1980-06-16,0.32531204399999997,17.63976737,2.0,4.253245649,2.044,,,,,,,,0,0,False,True,False,False,False
1980-06-17,8.355974105,16.38206564,1.9,4.254950858,2.2359999999999998,80.0,,,,,,,1,0,True,True,False,False,False
1980-06-18,0.272068173,17.03620347,2.4,4.256656067,2.362,,,,,,,,0,0,False,True,False,False,False
1980-06-19,28.12863723,14.75729573,3.8,4.258361277,6.715,,,,,,,,1,1,False,False,False,False,False
1980-06-20,3.182654339,14.13338896,4.5,4.260066486,6.497999999999999,,,,,,,,1,0,False,False,True,False,False
1980-06-21,9.786497626000001,13.36131778,5.7,4.261771695,4.607,,,,,,,,1,0,False,False,True,True,False
1980-06-22,2.048037386,12.93238156,5.3,4.263476904,4.083,,,,,,,,1,0,False,False,True,True,False
1980-06-23,4.532181648,13.39323765,1.7,4.265182114,3.7310000000000003,,,,,,,,1,0,True,True,False,False,False
1980-06-24,4.369357194,13.40832863,4.8,4.266887323,3.318,,11.1,23.66666667,,,,,1,0,False,False,True,False,False
1980-06-25,5.069594713,13.91229367,4.0,4.2685925319999996,3.424,,,,,,,,1,0,False,False,True,False,False
1980-06-26,10.48604099,13.32595264,1.2,4.270297741,4.909,,,,,,,,1,1,True,True,False,False,False
1980-06-27,4.477239751,13.24214426,1.5,4.272002951,5.694,,,,,,,,1,0,True,True,False,False,False
1980-06-28,5.429574082,14.32027627,2.6,4.27370816,8.11,,,,,,,,1,0,False,True,False,False,False
1980-06-29,20.32836949,13.47257098,2.9,4.275413369,21.611,,,,,,,,1,1,False,False,False,False,False
1980-06-30,0.03039612,15.52874862,3.6,4.2771185780000005,9.164,,,,,,,,0,0,False,False,False,False,False
1980-07-01,1.8514925290000002,17.12520085,4.3,4.278823788,7.001,,,,,,,,1,0,False,False,True,False,False
1980-07-02,0.714514421,17.63531466,3.3,4.280528997,6.421,,,,,,,,0,0,False,False,False,False,False
1980-07-03,1.3741101569999998,17.60317573,2.7,4.282234206,7.2379999999999995,,,,,,,,1,0,False,True,False,False,False
1980-07-04,0.114735837,16.83139146,3.9,4.283939415,5.841,,,,,,,,0,0,False,False,True,False,False
1980-07-05,1.94820208,16.4587011,3.1,4.285644625,5.254,,,,,,,,1,0,False,False,False,False,False
1980-07-06,1.25759431,17.58786012,1.9,4.287349834,4.816,,,,,,,,1,0,True,True,False,False,False
1980-07-07,3.814067665,17.42146864,1.5,4.289055043,5.038,,,,,,,,1,0,True,True,False,False,False
1980-07-08,0.36219180100000004,18.17371716,1.4,4.290760252,4.135,,13.15714286,35.85714286,,,,,0,0,True,True,False,False,False
1980-07-09,2.900549057,17.61956838,3.4,4.292465462,3.827,,,,,,,,1,0,False,False,False,False,False
1980-07-10,0.008834558000000001,18.75876751,2.6,4.294170671,3.673,,,,,,,,0,0,False,True,False,False,False
1980-07-11,0.132457169,17.55149527,4.1,4.29587588,3.158,,,,,,,,0,0,False,False,True,False,False
1980-07-12,0.335178832,15.94271046,3.1,4.2975810889999995,2.792,,,,,,,,0,0,False,False,False,False,False
1980-07-13,0.046828015,15.52057454,2.6,4.299286298999999,2.505,,,,,,,,0,0,False,True,False,False,False
1980-07-14,1.278248443,16.17866858,2.4,4.300991508,2.332,,,,,,,,1,0,False,True,False,False,False
1980-07-15,8.365170212,15.84433431,3.1,4.302696717,2.344,75.0,,,,,,,1,0,False,False,False,False,False
1980-07-16,0.781177838,16.50632524,2.9,4.304401926000001,2.291,,,,,,,,0,0,False,False,False,False,False
1980-07-17,7.972893291,16.32306083,2.6,4.271753684,2.0909999999999997,,,,,,,,1,0,False,True,False,False,False
1980-07-18,1.05824874,13.97947034,3.4,4.239105443,2.145,,,,,,,,1,0,False,False,False,False,False
1980-07-19,2.6027731309999997,14.58663955,1.2,4.206457201,,,,,,,,,1,0,True,True,False,False,False
1980-07-20,4.321155724,14.55531397,2.4,4.173808959,,,,,,,,,1,0,False,True,False,False,False
1980-07-21,5.198081773,14.98050109,1.9,4.141160717,,,,,,,,,1,0,True,True,False,False,False
1980-07-22,0.0,16.58167223,3.1,4.108512475,,,13.56,37.66666667,,,,,0,0,False,False,False,False,False
1980-07-23,0.0,16.1035489,5.6,4.075864233,,,,,,,,,0,0,False,False,True,True,False
1980-07-24,0.07475092900000001,16.39754881,3.2,4.0432159919999995,,,,,,,,,0,0,False,False,False,False,False
1980-07-25,0.0,18.17598962,1.9,4.01056775,,,,,,,,,0,0,True,True,False,False,False
1980-07-26,0.0,20.92143322,2.4,3.9779195080000003,,,,,,,,,0,0,False,True,False,False,False
1980-07-27,0.0,22.09709282,3.1,3.945271266,,,,,,,,,0,0,False,False,False,False,False
1980-07-28,0.0,22.24188695,2.7,3.9126230239999997,1.137,,,,,,,,0,0,False,True,False,False,False
1980-07-29,0.0,22.03798483,2.1,3.8799747819999997,1.024,,,,,,,,0,0,False,True,False,False,False
1980-07-30,0.0,21.48146611,3.4,3.84732654,0.866,,,,,,,,0,0,False,False,False,False,False
1980-07-31,5.627222277,20.15271293,4.6,3.8146782989999997,0.787,,,,,,,,1,0,False,False,True,False,False
1980-08-01,0.159234422,18.43515027,2.6,3.782030057,0.7879999999999999,,,,,,,,0,0,False,True,False,False,False
1980-08-02,0.0,18.02069488,3.9,3.749381815,0.754,,,,,,,,0,0,False,False,True,False,False
1980-08-03,0.200607705,19.12916207,2.2,3.716733573,0.7240000000000001,,,,,,,,0,0,False,True,False,False,False
1980-08-04,6.325224939,19.24352698,3.3,3.6840853310000004,2.5639999999999996,,,,,,,,1,0,False,False,False,False,False
1980-08-05,16.85680019,17.76500707,3.6,3.651437089,6.18,,26.47142857,32.0,,,,,1,1,False,False,False,False,False
1980-08-06,2.975557392,18.77179191,2.2,3.6187888480000003,3.637,,,,,,,,1,0,False,True,False,False,False
1980-08-07,0.09071823400000001,15.25529675,4.3,3.5861406060000003,2.57,,,,,,,,0,0,False,False,True,False,False
1980-08-08,5.165767555,13.0359986,3.4,3.553492364,2.256,,,,,,,,1,0,False,False,False,False,False
1980-08-09,0.764698598,13.41127493,3.1,3.5208441219999997,1.939,,,,,,,,0,0,False,False,False,False,False
1980-08-10,0.0,14.57525664,3.1,3.48819588,1.5630000000000002,,,,,,,,0,0,False,False,False,False,False
1980-08-11,0.0,15.64229498,2.4,3.455547638,1.198,,,,,,,,0,0,False,True,False,False,False
1980-08-12,0.0,15.81772303,2.9,3.422899396,1.036,70.0,,,,,,,0,0,False,False,False,False,False
1980-08-13,0.0,17.20693672,2.0,3.390251155,0.8490000000000001,,,,,,,,0,0,False,True,False,False,False
1980-08-14,0.0,17.12495341,1.9,3.357602913,0.68,,,,,,,,0,0,True,True,False,False,False
1980-08-15,0.0,18.31547549,1.5,3.3249546710000004,0.5920000000000001,,,,,,,,0,0,True,True,False,False,False
1980-08-16,0.6721144509999999,18.89282757,2.1,3.292306429,0.578,,,,,,,,0,0,False,True,False,False,False
1980-08-17,1.195663108,17.30438738,2.5,3.2535971669999997,0.5720000000000001,,,,,,,,1,0,False,True,False,False,False
1980-08-18,5.854408553,15.82044398,3.1,3.214887905,0.619,,,,,,,,1,0,False,False,False,False,False
1980-08-19,4.343359657,15.27946302,6.0,3.176178643,1.2229999999999999,,21.86666667,102.8,,,,,1,0,False,False,True,True,False
1980-08-20,17.85764187,14.49211453,7.2,3.1374693810000003,3.455,,,,,,,,1,1,False,False,True,True,False
1980-08-21,2.79464726,14.62164996,3.7,3.098760118,2.4130000000000003,,,,,,,,1,0,False,False,False,False,False
1980-08-22,3.398489573,14.91124083,4.8,3.060050856,2.156,,,,,,,,1,0,False,False,True,False,False
1980-08-23,0.686732302,14.16107424,3.4,3.021341594,2.186,,,,,,,,0,0,False,False,False,False,False
1980-08-24,0.8557083520000001,13.25789909,3.4,2.9826323319999997,1.712,,,,,,,,0,0,False,False,False,False,False
1980-08-25,7.021201271,11.90863725,2.2,2.94392307,1.87,,,,,,,,1,0,False,True,False,False,False
1980-08-26,0.392482376,12.40050156,2.8,2.905213808,1.9280000000000002,,,,,,,,0,0,False,True,False,False,False
1980-08-27,9.258145398,12.43674374,1.9,2.8665045460000003,2.184,,,,,,,,1,0,True,True,False,False,False
1980-08-28,3.431958535,12.43851763,2.3,2.827795283,2.991,,,,,,,,1,0,False,True,False,False,False
1980-08-29,0.0,12.35348523,3.3,2.789086021,2.597,,,,,,,,0,0,False,False,False,False,False
1980-08-30,0.0,12.02632906,3.6,2.750376759,2.032,,,,,,,,0,0,False,False,False,False,False
1980-08-31,0.0,10.8574439,2.7,2.711667497,1.7,,,,,,,,0,0,False,True,False,False,False
1980-09-01,0.0,12.40992566,4.0,2.672958235,1.504,,,,,,,,0,0,False,False,True,False,False
1980-09-02,5.667698946000001,14.33041171,5.2,2.634248973,1.5619999999999998,,27.1,32.71428571,,,,,1,0,False,False,True,True,False
1980-09-03,1.207757151,14.61634842,4.8,2.595539711,1.689,,,,,,,,1,0,False,False,True,False,False
1980-09-04,0.0,14.62352543,3.1,2.556830448,1.67,,,,,,,,0,0,False,False,False,False,False
1980-09-05,1.398388646,13.74820933,3.1,2.518121186,1.614,,,,,,,,1,0,False,False,False,False,False
1980-09-06,1.153689953,14.29288767,3.4,2.479411924,1.591,,,,,,,,1,0,False,False,False,False,False
