Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1990-04-02 00:00:00,305.16,216.63,15.353,69.808922,3.276,2.9885e-06,0
1990-04-03 00:00:00,295.65,235.92,16.766,54.52373,2.1767,0,0
1990-04-04 00:00:00,326.86,231.32,22.004,40.079968,2.7548,0,0
1990-04-05 00:00:00,342.5,216.71,21.851,49.649039,0.75348,0,0
1990-04-06 00:00:00,304.31,212.58,15.674,68.729118,4.2745,0,0
1990-04-07 00:00:00,300.01,211.37,14.356,68.450915,4.3429,0,0
1990-04-08 00:00:00,292.74,220.47,14.32,71.233815,4.494,0,0
1990-04-09 00:00:00,310.88,209.72,14.943,75.51728,2.8185,7.0365e-07,0
1990-04-10 00:00:00,318.81,197.64,16.254,75.575101,1.818,6.362e-07,0
1990-04-11 00:00:00,306.14,212.38,16.718,60.126711,1.5997,6.369e-07,0
1990-04-12 00:00:00,353.9,192.19,23.038,35.141,3.109,0.00012593,0
1990-04-13 00:00:00,338.82,58.784,15.237,80.884041,4.8119,0.0049986,0
1990-04-14 00:00:00,319.49,156.28,13.407,76.337778,2.1823,0.00043196,0
1990-04-15 00:00:00,304.09,157.23,13.157,71.775459,2.9172,0.00026733,0
1990-04-16 00:00:00,297.64,185.01,13.361,70.421838,3.9435,6.0434e-07,0
1990-04-17 00:00:00,301.71,161.87,13.209,75.104978,4.0402,0,0
1990-04-18 00:00:00,319.91,180.39,14.592,76.215672,2.8088,0.00065604,0
1990-04-19 00:00:00,343.88,140.83,16.4,74.453854,4.325,0.0010028,0
1990-04-20 00:00:00,364.48,81.502,15.065,91.544089,5.5151,0.0078089,0
1990-04-21 00:00:00,341.88,75.387,14.496,87.812872,4.9084,0.00088124,0
1990-04-22 00:00:00,320.98,143.97,14.034,72.93345,0.85301,0.00056481,0
1990-04-23 00:00:00,332.92,153.2,17.732,71.071728,5.9327,0.0010652,0
1990-04-24 00:00:00,340.67,128.84,16.181,73.820773,5.908,0.0024224,0
1990-04-25 00:00:00,315.12,134.86,13.688,70.421466,5.4552,0.00039026,0
1990-04-26 00:00:00,293.48,158.05,11.716,64.686908,2.3207,0,0
1990-04-27 00:00:00,298.78,175.82,14.588,51.864842,3.4019,2.7415e-06,0
1990-04-28 00:00:00,323.42,155.59,15.96,72.748044,5.5132,0.0016572,0
1990-04-29 00:00:00,311.77,138.1,14.035,77.086806,3.2448,0.00051209,0
1990-04-30 00:00:00,311.78,173.05,17.901,55.909215,4.1026,0,0
1990-05-01 00:00:00,317.75,169.17,17.395,64.850463,3.0042,7.5365e-06,0
1990-05-02 00:00:00,303.94,163.85,14.79,67.489497,0.67369,5.544e-08,0
1990-05-03 00:00:00,328.99,164.25,20.855,44.573146,5.0762,0,0
1990-05-04 00:00:00,346.15,144.69,21.758,39.654397,6.4199,8.0914e-06,0
1990-05-05 00:00:00,340.44,102.92,16.402,77.213463,2.4664,0.00067011,0
1990-05-06 00:00:00,309.36,118.05,12.85,67.709006,1.3823,3.523e-06,0
1990-05-07 00:00:00,300.63,142.01,13.494,57.488859,2.188,5.0361e-08,0
1990-05-08 00:00:00,319.63,146.33,18.153,55.828683,4.4224,0,0
1990-05-09 00:00:00,351.94,124.64,17.99,70.333127,2.2959,0.00046344,0
1990-05-10 00:00:00,326.48,131.97,14.819,75.55798,1.3152,2.3337e-05,0
1990-05-11 00:00:00,318.09,137.78,15.816,75.102406,1.6783,0,0
1990-05-12 00:00:00,306.36,140.89,12.978,82.448638,1.3315,1.8431e-06,0
1990-05-13 00:00:00,302.45,139.68,11.911,64.879972,2.7634,0,0
1990-05-14 00:00:00,324.02,98.945,13.706,56.82532,3.388,0,0
1990-05-15 00:00:00,347.27,123.22,16.943,58.69322,4.2615,0.0020265,0
1990-05-16 00:00:00,361.91,83.976,15.21,87.096006,2.0755,0.0062591,0
1990-05-17 00:00:00,330.42,94.961,12.263,76.430909,4.0948,0.00083569,0
1990-05-18 00:00:00,311.81,63.775,9.8977,76.511832,2.2584,0.00011314,0
1990-05-19 00:00:00,319.85,94.367,11.162,77.760884,2.5917,0.0001247,0
1990-05-20 00:00:00,291.55,96.672,9.4064,67.418515,3.4831,4.1971e-05,0
1990-05-21 00:00:00,294.99,117.14,9.091,62.648105,3.9578,5.024e-05,0
1990-05-22 00:00:00,298.25,86.017,10.63,68.379702,7.299,1.3981e-05,0
1990-05-23 00:00:00,327.78,69.802,11.891,77.607764,6.1193,0.0005496,0
1990-05-24 00:00:00,330.92,80.6,11.721,81.701398,3.7305,0.00064487,0
1990-05-25 00:00:00,329.28,85.551,11.285,85.446723,2.037,0.00039011,0
1990-05-26 00:00:00,306.31,95.835,9.7284,80.823823,1.9694,1.5902e-06,0
1990-05-27 00:00:00,281.9,120.83,10.877,76.653341,2.769,1.5108e-07,0
1990-05-28 00:00:00,269.55,135.94,10.707,72.488879,3.0929,0,0
1990-05-29 00:00:00,310.79,131.37,11.881,75.553224,3.2677,5.86e-07,0
1990-05-30 00:00:00,326.87,93.414,12.996,81.79208,3.4456,0.0013102,0
1990-05-31 00:00:00,303.48,101.31,11.396,84.493107,3.9729,0.0020193,0
1990-06-01 00:00:00,310.14,93.134,11.642,74.284859,4.4987,0.00067304,0
1990-06-02 00:00:00,304.23,95.315,10.961,86.780202,2.7645,0.0018866,0
1990-06-03 00:00:00,313.76,84.638,10.286,86.503349,1.0412,0.00038923,0
1990-06-04 00:00:00,299.02,107.87,9.7912,81.62582,2.1569,1.3862e-06,0
1990-06-05 00:00:00,273.94,118.65,8.7545,81.055548,2.8514,2.623e-07,0
1990-06-06 00:00:00,282.46,125.02,11.095,74.366012,3.3091,0,0
1990-06-07 00:00:00,328.77,76.497,13.327,77.856771,3.5628,0,0
1990-06-08 00:00:00,323.32,107.7,15.399,67.498905,5.3638,4.444e-05,0
1990-06-09 00:00:00,311.61,78.475,12.734,79.888639,2.5277,0.00062305,0
1990-06-10 00:00:00,326.56,113.52,14.413,70.534038,3.4247,0,0
1990-06-11 00:00:00,333.73,80.449,15.776,69.990224,4.2536,0.0017023,0
1990-06-12 00:00:00,316.8,45.071,10.562,93.881889,1.2587,0.003688,0
1990-06-13 00:00:00,294.58,90.578,10.03,85.537266,0.84727,0.000154,0
1990-06-14 00:00:00,274.64,119.82,10.582,69.202042,3.6684,1.4782e-05,0
1990-06-15 00:00:00,328.92,75.141,12.356,77.75234,4.9449,0.0082741,0
1990-06-16 00:00:00,342.84,23.464,10.576,85.872629,3.4134,0.0080015,0
1990-06-17 00:00:00,308.75,59.325,8.5608,78.524261,4.1711,0.00013542,0
1990-06-18 00:00:00,308.25,78.809,8.0512,88.710424,1.3896,0.00027455,0
1990-06-19 00:00:00,281.01,97.388,7.4115,84.520211,1.4384,0,0
1990-06-20 00:00:00,274.87,118.01,8.1327,82.050576,2.3488,5.2548e-07,0
1990-06-21 00:00:00,322.4,89.192,10.5,85.459043,2.2117,0.00036942,0
1990-06-22 00:00:00,308.72,78.64,10.337,83.451265,2.0821,3.55e-05,0
1990-06-23 00:00:00,276.52,114.83,9.9792,65.109814,5.9675,0.0022957,0
1990-06-24 00:00:00,297.78,64.13,8.1324,88.251326,3.2964,0.0040223,0
1990-06-25 00:00:00,314.36,73.133,9.1888,82.623602,4.9043,0.005637,0
1990-06-26 00:00:00,298.92,101.56,8.3095,86.806093,7.5537,0.01934,0
1990-06-27 00:00:00,283.45,82.083,7.0027,82.042947,6.3353,0.0059808,0
1990-06-28 00:00:00,321.92,88.148,10.982,83.676646,6.0623,0.0039936,0
1990-06-29 00:00:00,312.28,70.555,10.761,78.132686,7.2856,0.0016704,0
1990-06-30 00:00:00,302.35,99.463,9.825,73.118279,7.0897,0.0056197,0
1990-07-01 00:00:00,295.96,78.728,8.2189,84.202741,5.4335,0.0030702,0
1990-07-02 00:00:00,289.64,96.87,7.552,83.118191,4.1614,0.0033416,0
1990-07-03 00:00:00,316.6,72.292,10.595,85.201585,5.9633,0.0013261,0
1990-07-04 00:00:00,320.65,78.509,10.47,90.00279,7.3615,0.01278,0
1990-07-05 00:00:00,282.38,93.119,7.6067,74.306282,6.1689,0.0038501,0
1990-07-06 00:00:00,315.66,79.756,11.168,82.483365,5.9077,0.001596,0
1990-07-07 00:00:00,322.07,80.815,11.246,88.409638,3.8407,0.0014444,0
1990-07-08 00:00:00,320.13,61.497,10.072,83.962922,3.3626,0.00082097,0
1990-07-09 00:00:00,315.97,101.72,10.184,78.667521,1.8122,0.00021798,0
1990-07-10 00:00:00,296.53,117.73,12.03,67.60947,3.9646,0.00081167,0
1990-07-11 00:00:00,348.34,34.344,10.821,85.111553,4.3508,0.010416,0
1990-07-12 00:00:00,324.66,74.835,10.238,92.920145,2.3723,0.00047462,0
1990-07-13 00:00:00,318.72,96.099,12.219,78.735644,4.1023,0.0016798,0
1990-07-14 00:00:00,292.63,111.18,9.4801,85.364491,1.4053,0.00039576,0
1990-07-15 00:00:00,309.35,79.16,11.606,83.819146,2.7949,0.00024764,0
1990-07-16 00:00:00,312.41,124.28,14.327,75.078908,4.2992,0.00079712,0
1990-07-17 00:00:00,305.77,106.47,12.227,81.636898,5.5512,0.0059417,0
1990-07-18 00:00:00,307.76,115.94,10.996,77.44061,6.1709,0.0028832,0
1990-07-19 00:00:00,295.54,96.609,10.829,79.305523,5.8094,0.0017802,0
1990-07-20 00:00:00,309.98,104.02,10.642,82.618233,6.0046,0.0029208,0
1990-07-21 00:00:00,306.85,94.941,12.589,68.698081,6.2778,0.0017833,0
1990-07-22 00:00:00,293.57,104.44,11.948,76.587305,5.1156,0.0010288,0
1990-07-23 00:00:00,292.7,133.04,13.147,60.927315,6.4294,0.0019814,0
1990-07-24 00:00:00,288.14,117.08,9.0824,84.237253,7.9523,0.010948,0
1990-07-25 00:00:00,289.55,106.2,7.7531,86.130667,3.3934,0.0056074,0
1990-07-26 00:00:00,284.47,120.62,7.6022,79.686826,2.1583,0.00066894,0
1990-07-27 00:00:00,302.51,100.45,8.6156,85.327047,2.8941,0.0012097,0
1990-07-28 00:00:00,299.51,99.604,8.5483,86.414558,1.3164,0.00081785,0
1990-07-29 00:00:00,288.96,106.53,7.8386,87.149674,1.8779,0.00093829,0
1990-07-30 00:00:00,279.4,128.51,8.1284,76.932395,0.7994,5.5264e-05,0
1990-07-31 00:00:00,279.8,128.75,8.9805,81.997011,2.5865,0.00083678,0
1990-08-01 00:00:00,290.13,121.31,9.0542,81.964697,4.1721,1.8778e-05,0
1990-08-02 00:00:00,282.01,139.18,8.5604,82.385062,0.42415,0,0
1990-08-03 00:00:00,331.2,48.615,9.5519,92.336114,6.0911,0.0061297,0
1990-08-04 00:00:00,314.06,117.25,11.146,82.261117,8.3448,0.013673,0
1990-08-05 00:00:00,294.66,117.21,9.2929,84.009395,6.3645,0.011629,0
1990-08-06 00:00:00,306.21,109.41,9.2502,79.435932,3.2775,0.0002224,0
1990-08-07 00:00:00,318.58,83.225,9.8145,81.690839,4.6309,0.0013356,0
1990-08-08 00:00:00,304.94,93.978,9.8418,80.283562,5.1676,0.0075887,0
1990-08-09 00:00:00,286.82,121.88,7.7935,86.069766,3.9081,0.00568,0
1990-08-10 00:00:00,300.94,120.56,8.7272,73.701315,1.7208,0.0015666,0
1990-08-11 00:00:00,307.79,113.05,10.745,83.761639,6.8703,0.0063511,0
1990-08-12 00:00:00,304.64,123.99,9.9951,79.377667,5.8684,0.002366,0
1990-08-13 00:00:00,309.77,122.25,10.745,79.95325,6.5666,0.0069739,0
1990-08-14 00:00:00,314.7,77.678,9.1087,88.058923,5.1257,0.014318,0
1990-08-15 00:00:00,305.61,136.61,9.704,85.815813,5.376,0.0051984,0
1990-08-16 00:00:00,303.23,111.58,9.5362,79.640657,3.4753,0.00087742,0
1990-08-17 00:00:00,312.5,110.18,9.4404,82.130167,0.78327,0.00019263,0
1990-08-18 00:00:00,292.11,148.76,12.098,64.198142,4.2857,0.00037213,0
1990-08-19 00:00:00,315.97,127.31,12.447,74.01908,6.4777,0.005961,0
1990-08-20 00:00:00,304.28,139.26,10.797,84.183164,5.1897,0.0019752,0
1990-08-21 00:00:00,299.68,133.47,8.9904,86.798696,6.1691,0.011526,0
1990-08-22 00:00:00,294.15,133.13,8.8958,73.015967,4.6643,0.001433,0
1990-08-23 00:00:00,313.28,116.54,10.241,85.500847,3.4926,0.00086978,0
1990-08-24 00:00:00,311.17,124.89,10.658,85.32705,4.1987,0.0011679,0
1990-08-25 00:00:00,289.73,142.29,8.7988,79.516008,2.9969,0.00053234,0
1990-08-26 00:00:00,259.36,192.79,8.9585,64.229449,3.7672,0,0
1990-08-27 00:00:00,295.52,161.89,11.568,47.091277,5.7684,0.0012122,0
1990-08-28 00:00:00,332.6,48.704,10.083,85.998971,5.3094,0.01148,0
1990-08-29 00:00:00,294.54,158.19,10.825,83.21888,4.6515,0.0011783,0
1990-08-30 00:00:00,317.62,148.24,10.752,88.919793,2.4881,0.0058198,0
1990-08-31 00:00:00,292.72,159.52,9.6955,82.044198,1.3492,0.00071883,0
1990-09-01 00:00:00,313.34,152.01,11.502,80.291971,5.4498,0.0053768,0
1990-09-02 00:00:00,308.49,155.53,11.538,75.940622,7.0647,0.0011115,0
1990-09-03 00:00:00,323.69,143.39,11.358,80.022782,5.2493,0.0015219,0
1990-09-04 00:00:00,337.9,125.09,11.741,87.003187,2.9037,0.00087476,0
1990-09-05 00:00:00,324.01,138.23,10.73,84.988086,3.0362,0.0012028,0
1990-09-06 00:00:00,322.06,152.21,10.472,86.225213,0.92014,0.0007801,0
1990-09-07 00:00:00,300.03,175.82,12.346,67.635219,2.885,4.0268e-06,0
1990-09-08 00:00:00,296.74,222.35,15.965,50.969372,3.802,4.3716e-07,0
1990-09-09 00:00:00,308.85,206.27,18.652,42.218543,4.4359,0,0
1990-09-10 00:00:00,336.74,171.21,18.9,45.433948,3.0535,5.068e-05,0
1990-09-11 00:00:00,341.89,72.082,12.054,80.456274,4.8112,0.0088649,0
1990-09-12 00:00:00,310.32,118.53,9.8843,75.992486,5.9829,0.0016128,0
1990-09-13 00:00:00,311.68,131.26,9.3996,66.980944,5.3255,7.8054e-05,0
1990-09-14 00:00:00,316.43,133.55,10.327,78.588442,4.638,0.00026072,0
1990-09-15 00:00:00,300.72,150.33,9.642,81.346148,3.0665,6.8076e-05,0
1990-09-16 00:00:00,280.95,230.73,11.187,73.21225,2.5237,0,0
1990-09-17 00:00:00,299.25,222.09,15.129,53.433694,4.2322,0,0
1990-09-18 00:00:00,311.39,223.89,17.925,40.55237,5.177,0,0
1990-09-19 00:00:00,314.47,230.42,16.396,61.291598,3.0718,0.00030964,0
1990-09-20 00:00:00,297.79,226.06,11.729,71.289107,5.4935,0.00091589,0
1990-09-21 00:00:00,288.36,204.03,9.4764,69.306229,1.0551,0,0
1990-09-22 00:00:00,285.66,243.76,13.682,57.18039,3.622,0,0
1990-09-23 00:00:00,334.54,227.37,18.724,55.431052,3.6559,0.00032147,0
1990-09-24 00:00:00,359,234.78,21.453,53.986007,2.8964,0.0096691,0
1990-09-25 00:00:00,315.7,128.52,12.184,82.911167,5.6544,0.0023018,0
1990-09-26 00:00:00,290.8,220.35,10.244,70.878556,2.5528,2.4853e-05,0
1990-09-27 00:00:00,285.31,254.98,11.177,73.276914,1.3361,5.544e-08,0
1990-09-28 00:00:00,295.85,224.5,11.542,77.438287,1.4103,4.0359e-07,0
1990-09-29 00:00:00,288.86,268.98,13.087,72.346757,0.60049,0,0
1990-09-30 00:00:00,297.13,269.32,15.176,60.328923,0.51691,0,0
1990-10-01 00:00:00,288.32,262.19,13.823,59.736809,2.3333,0,0
1990-10-02 00:00:00,285.4,271.04,11.563,75.156502,2.1857,1.982e-07,0
1990-10-03 00:00:00,295.36,280.35,14.167,68.159782,1.5378,2.3331e-07,0
1990-10-04 00:00:00,341.61,181.18,15.925,69.73043,3.5176,0.0031218,0
1990-10-05 00:00:00,320.37,182.85,10.657,78.282091,4.6814,0.0021293,0
1990-10-06 00:00:00,273.8,244.04,9.0928,64.775097,3.7831,0,0
1990-10-07 00:00:00,321.19,257.51,13.022,59.028368,2.4943,0.0021058,0
1990-10-08 00:00:00,340.56,153.03,11.72,81.554249,1.6877,0.00082564,0
1990-10-09 00:00:00,294.35,218.74,11.55,68.899892,1.0265,4.1077e-05,0
1990-10-10 00:00:00,343.03,208.34,16.097,69.531472,3.283,0.0029236,0
1990-10-11 00:00:00,327.08,185.47,11.185,73.817742,4.9747,0.0019736,0
1990-10-12 00:00:00,280.27,267.41,10.615,65.10115,3.3463,0,0
1990-10-13 00:00:00,304.68,290.08,17.707,36.304886,6.4224,0.00051017,0
1990-10-14 00:00:00,308.82,175.44,14.145,62.536429,4.3412,0.00085338,0
1990-10-15 00:00:00,336.86,147.49,12.934,86.466894,7.8689,0.0067075,0
1990-10-16 00:00:00,317.14,210.79,12.07,82.933411,3.2722,0.0010045,0
1990-10-17 00:00:00,314.14,288.61,17.523,49.131511,3.4183,0.00010064,0
1990-10-18 00:00:00,315.12,229.82,11.96,74.978687,4.3232,0.0060156,0
1990-10-19 00:00:00,289.36,262.55,9.3163,71.376912,6.4951,0.0029573,0
1990-10-20 00:00:00,324.17,217.81,12.478,88.206097,6.9662,0.0062887,0
1990-10-21 00:00:00,309.67,247.26,11.461,70.470284,5.1942,0.00063827,0
1990-10-22 00:00:00,291.43,314.84,12.482,71.33581,2.0887,0,0
1990-10-23 00:00:00,297.13,319.59,13.664,74.713566,2.4601,0,0
1990-10-24 00:00:00,306.78,323.28,17.037,67.05024,1.7452,0,0
1990-10-25 00:00:00,320.01,327.11,22.251,40.701666,2.695,0,0
1990-10-26 00:00:00,322.68,324.56,23.881,32.139202,2.6922,0,0
1990-10-27 00:00:00,324.25,328.74,22.95,34.86036,1.4324,0,0
1990-10-28 00:00:00,334.82,325.46,24.466,34.308711,2.4694,0,0
1990-10-29 00:00:00,346.33,203.79,17.783,68.31481,0.99475,0.00015598,0
1990-10-30 00:00:00,361.14,227.38,20.799,57.389225,2.8617,0.0014912,0
1990-10-31 00:00:00,337.03,264.99,16.223,67.745057,7.2871,0.0021943,0
1990-11-01 00:00:00,331.22,252.34,14.52,76.452215,2.3829,3.0835e-06,0
1990-11-02 00:00:00,329.78,320.61,18.652,63.935984,0.28615,3.7453e-05,0
1990-11-03 00:00:00,331.76,304.08,19.081,66.379442,1.9602,0.00026562,0
1990-11-04 00:00:00,340.77,333.36,23.396,49.015718,1.9679,1.4321e-05,0
1990-11-05 00:00:00,362.8,302.75,25.047,40.185017,2.6283,3.8995e-05,0
1990-11-06 00:00:00,366.1,285.85,24.749,43.196299,3.2367,0.00054741,0
1990-11-07 00:00:00,348.11,322.05,19.395,65.512745,1.2618,0.00062195,0
1990-11-08 00:00:00,333.61,305.6,16.037,69.737086,6.9719,0.0012022,0
1990-11-09 00:00:00,345.88,185.36,14.08,70.660391,7.0314,0.00068657,0
1990-11-10 00:00:00,318.9,240.83,12.459,56.741221,5.5554,0.00013172,0
1990-11-11 00:00:00,281.14,355.55,13.314,60.35594,0.73557,0,0
1990-11-12 00:00:00,305.93,352.94,22.114,24.603374,4.9751,0,0
1990-11-13 00:00:00,321.89,354.63,19.238,44.330252,2.031,0,0
1990-11-14 00:00:00,301.43,337.46,13.865,59.933458,3.2301,0,0
1990-11-15 00:00:00,318.02,319.09,14.508,64.708616,2.8213,2.5312e-05,0
1990-11-16 00:00:00,322.15,310.34,13.474,60.556387,3.4343,0.0020834,0
1990-11-17 00:00:00,311.9,339.51,14.348,53.801328,4.6773,0.00063633,0
1990-11-18 00:00:00,303.68,335.23,14.185,64.376425,2.9131,0.00086751,0
1990-11-19 00:00:00,310.46,363.85,18.274,51.246638,1.2577,0,0
1990-11-20 00:00:00,341.74,342.71,23.576,33.489916,3.363,0.0001214,0
1990-11-21 00:00:00,324.67,300.11,14.944,64.614471,5.8309,0.00037178,0
1990-11-22 00:00:00,324.28,232.12,13.886,66.481145,4.7679,0.00087636,0
1990-11-23 00:00:00,327.14,230.9,14.069,61.589912,3.2252,1.7688e-05,0
1990-11-24 00:00:00,310.54,256.52,13.539,64.545132,2.3639,9.3049e-07,0
1990-11-25 00:00:00,304.48,362.79,15.293,67.728468,1.878,0,0
1990-11-26 00:00:00,316.84,361.84,18.529,63.638057,0.79333,0,0
1990-11-27 00:00:00,331.85,367.83,22.713,42.298618,0.82253,0,0
1990-11-28 00:00:00,340.68,341.3,20.699,53.416123,3.1493,0.00014992,0
1990-11-29 00:00:00,321.66,359.33,19.255,57.919561,3.1809,0,0
1990-11-30 00:00:00,354.53,351.45,25.134,37.730377,2.5732,3.6554e-05,0
1990-12-01 00:00:00,374.14,254.02,23.046,54.134928,2.2141,0.00028365,0
1990-12-02 00:00:00,350.26,334.33,18.346,74.134203,3.1455,5.3116e-05,0
1990-12-03 00:00:00,328.21,339.53,17.752,72.402772,1.4315,4.181e-06,0
1990-12-04 00:00:00,352.41,324.2,23.441,42.908031,1.2464,3.0108e-05,0
1990-12-05 00:00:00,392.97,100.87,19.908,80.899482,0.93374,0.01599,0
1990-12-06 00:00:00,375.85,195.85,20.389,75.268312,2.5039,0.0058587,0
1990-12-07 00:00:00,362.61,204.88,15.481,75.839359,5.5775,0.0022654,0
1990-12-08 00:00:00,347.16,202.24,15.183,71.950633,3.9148,0.0034303,0
1990-12-09 00:00:00,315.54,299.77,12.08,73.997613,6.9861,0.0095041,0
1990-12-10 00:00:00,315.85,304.79,13.536,68.141962,4.7615,0.00038505,0
1990-12-11 00:00:00,339.21,237.14,14.768,65.66138,3.0205,8.5859e-05,0
1990-12-12 00:00:00,338.73,223.42,14.782,66.274705,3.2806,0.00074635,0
1990-12-13 00:00:00,329.62,278.19,15.051,68.510603,2.6121,2.5666e-05,0
1990-12-14 00:00:00,310.36,319.8,14.341,69.828972,1.0339,6.6841e-06,0
1990-12-15 00:00:00,319.81,336.2,16.891,62.656828,1.6759,5.2062e-06,0
1990-12-16 00:00:00,358.79,353.92,26.96,31.997614,3.4972,0.00010215,0
1990-12-17 00:00:00,343.15,349.69,20.994,58.026812,2.3198,4.4371e-07,0
1990-12-18 00:00:00,377.11,279.38,20.171,65.051266,1.1679,0.0035592,0
1990-12-19 00:00:00,357.52,318.5,18.991,72.039716,2.847,9.9495e-05,0
1990-12-20 00:00:00,315.3,351.91,17.442,69.293675,1.2784,5.0361e-08,0
1990-12-21 00:00:00,357.28,344.96,22.353,47.862773,1.2478,0.0077203,0
1990-12-22 00:00:00,351.6,305.89,18.547,70.991774,6.2431,0.0011887,0
1990-12-23 00:00:00,335.61,219.63,14.886,60.336805,3.7022,4.854e-05,0
1990-12-24 00:00:00,308.73,321.93,16.141,60.22728,0.64865,3.4604e-07,0
1990-12-25 00:00:00,329.84,363.1,18.657,60.197653,0.88715,1.0846e-05,0
1990-12-26 00:00:00,365.36,311.21,25.362,39.059445,2.7726,0.00020741,0
1990-12-27 00:00:00,334.4,370.29,17.791,66.878964,4.2657,3.5145e-05,0
1990-12-28 00:00:00,318.84,362.76,17.475,64.991209,1.9902,0,0
1990-12-29 00:00:00,318.19,377.47,19.098,62.85887,1.8041,0,0
1990-12-30 00:00:00,352.83,377.07,26.865,31.520972,0.64133,7.777e-07,0
1990-12-31 00:00:00,357.92,220.3,23.941,46.02618,1.3014,1.4784e-07,0
1991-01-01 00:00:00,353.87,379.73,27.892,35.426482,1.6611,-2.0817e-17,0
1991-01-02 00:00:00,398.12,375.93,34.135,25.408683,4.0141,-2.0817e-17,0
1991-01-03 00:00:00,386.07,318.37,22.982,58.465203,1.8464,0.0056647,0
1991-01-04 00:00:00,356.11,231.17,15.857,77.701874,3.6363,0.0093767,0
1991-01-05 00:00:00,330.56,296.11,15.257,66.629918,4.3016,0.00077147,0
1991-01-06 00:00:00,364.45,189.01,16.95,73.497315,3.355,0.0010484,0
1991-01-07 00:00:00,324.58,278.96,17.019,70.77486,2.9,0.0003139,0
1991-01-08 00:00:00,321.6,371.07,20.055,56.55115,1.8404,-2.0817e-17,0
1991-01-09 00:00:00,349.3,374.76,26.945,30.545728,2.359,-2.0817e-17,0
1991-01-10 00:00:00,363.38,365.47,28.727,30.926836,1.4378,9.8627e-06,0
1991-01-11 00:00:00,328.72,364.56,19.454,63.932847,3.1098,-2.0817e-17,0
1991-01-12 00:00:00,329.44,370.51,20.473,60.439912,2.8554,-2.0817e-17,0
1991-01-13 00:00:00,357.77,368.95,26.27,43.54657,0.6062,-2.0817e-17,0
1991-01-14 00:00:00,365.02,350.74,23.878,52.921984,5.046,0.00011348,0
1991-01-15 00:00:00,323.8,349.63,18.714,61.789494,5.1191,-2.0817e-17,0
1991-01-16 00:00:00,313.28,370.16,19.339,55.681126,3.2997,-2.0817e-17,0
1991-01-17 00:00:00,340.36,302.18,19.237,58.096003,2.9565,0.00012332,0
1991-01-18 00:00:00,336.29,318.52,19.257,61.338516,3.0137,0.00021966,0
1991-01-19 00:00:00,343.65,332.2,20.88,53.438322,0.89192,-2.0817e-17,0
1991-01-20 00:00:00,348.69,332.47,19.929,63.800797,2.1579,1.1802e-05,0
1991-01-21 00:00:00,353.36,341.52,21.553,56.991594,2.7417,0.00010814,0
1991-01-22 00:00:00,393.95,239.62,23.871,72.460944,2.7013,0.011095,0
1991-01-23 00:00:00,345.49,319.33,20.174,69.522281,3.645,0.0004422,0
1991-01-24 00:00:00,368.36,220.87,19.4,74.36676,7.0863,0.0030532,0
1991-01-25 00:00:00,346.39,264.15,18.285,73.053095,4.4219,0.0013856,0
1991-01-26 00:00:00,350.27,277.81,18.215,66.92593,4.46,0.00045476,0
1991-01-27 00:00:00,352.21,238.12,17.961,63.226982,3.2553,0.00015907,0
1991-01-28 00:00:00,345.12,244.02,17.387,63.712134,5.307,0.00096845,0
1991-01-29 00:00:00,328.74,295.28,17.592,61.723911,2.0772,-2.0817e-17,0
1991-01-30 00:00:00,330.07,346.97,19.221,64.8276,1.4339,6.1118e-07,0
1991-01-31 00:00:00,314.15,339.77,18.271,66.490921,2.9084,-2.0817e-17,0
1991-02-01 00:00:00,317.27,363.12,22.5,38.198952,2.0444,-2.0817e-17,0
1991-02-02 00:00:00,335.01,361.03,27.106,25.153859,1.3621,-2.0817e-17,0
1991-02-03 00:00:00,334.58,359.25,25.778,36.475949,0.95813,-2.0817e-17,0
1991-02-04 00:00:00,343.65,352,25.652,37.678861,1.7273,-2.0817e-17,0
1991-02-05 00:00:00,332.94,318.86,17.823,63.954698,5.1164,-2.0817e-17,0
1991-02-06 00:00:00,325.4,344.07,18.357,59.070732,3.3953,-2.0817e-17,0
1991-02-07 00:00:00,322.22,341.38,18.282,62.286946,2.7039,9.5626e-06,0
1991-02-08 00:00:00,335.82,322.52,20.396,61.265542,1.9101,2.2865e-06,0
1991-02-09 00:00:00,322.05,279.53,16.832,65.054471,3.2242,5.5541e-06,0
1991-02-10 00:00:00,299.66,347.63,16.561,60.620835,3.2607,-2.0817e-17,0
1991-02-11 00:00:00,324.61,340.88,20.153,52.272608,2.3135,-2.0817e-17,0
1991-02-12 00:00:00,318.5,343.15,19.754,55.336252,1.0408,-2.0817e-17,0
1991-02-13 00:00:00,346.71,324.73,23.724,38.387921,1.9593,3.8237e-06,0
1991-02-14 00:00:00,316.4,305.01,16.32,63.373616,5.5954,1.9573e-06,0
1991-02-15 00:00:00,310.51,254.15,14.275,56.876653,5.5308,1.4194e-05,0
1991-02-16 00:00:00,292.06,330.25,15.46,57.115709,3.3751,-2.0817e-17,0
1991-02-17 00:00:00,313.27,340.69,22.917,32.197188,3.0071,-2.0817e-17,0
1991-02-18 00:00:00,329.12,332.29,21.985,44.146013,2.5695,6.0699e-07,0
1991-02-19 00:00:00,294.67,327.44,15.652,61.738919,4.651,-2.0817e-17,0
