"","datetime","pet_mm_d"
"6102","1996-09-14 00:00:00",3.6821
"6103","1996-09-15 00:00:00",5.1724
"6104","1996-09-16 00:00:00",2.4053
"6105","1996-09-17 00:00:00",3.4598
"6106","1996-09-18 00:00:00",4.4175
"6107","1996-09-19 00:00:00",1.7541
"6108","1996-09-20 00:00:00",1.8136
"6109","1996-09-21 00:00:00",2.9006
"6110","1996-09-22 00:00:00",4.9654
"6111","1996-09-23 00:00:00",2.827
"6112","1996-09-24 00:00:00",2.7168
"6113","1996-09-25 00:00:00",2.9701
"6114","1996-09-26 00:00:00",2.4781
"6115","1996-09-27 00:00:00",3.6406
"6116","1996-09-28 00:00:00",0.32709
"6117","1996-09-29 00:00:00",1.2921
"6118","1996-09-30 00:00:00",1.7882
"6119","1996-10-01 00:00:00",2.3938
"6120","1996-10-02 00:00:00",2.1613
"6121","1996-10-03 00:00:00",4.039
"6122","1996-10-04 00:00:00",4.6093
"6123","1996-10-05 00:00:00",2.0434
"6124","1996-10-06 00:00:00",2.7856
"6125","1996-10-07 00:00:00",2.5846
"6126","1996-10-08 00:00:00",4.1129
"6127","1996-10-09 00:00:00",5.1447
"6128","1996-10-10 00:00:00",6.1442
"6129","1996-10-11 00:00:00",3.3433
"6130","1996-10-12 00:00:00",2.9853
"6131","1996-10-13 00:00:00",3.164
"6132","1996-10-14 00:00:00",5.5166
"6133","1996-10-15 00:00:00",6.659
"6134","1996-10-16 00:00:00",3.0554
"6135","1996-10-17 00:00:00",3.7883
"6136","1996-10-18 00:00:00",4.064
"6137","1996-10-19 00:00:00",3.7047
"6138","1996-10-20 00:00:00",4.1458
"6139","1996-10-21 00:00:00",4.9291
"6140","1996-10-22 00:00:00",6.2223
"6141","1996-10-23 00:00:00",8.2145
"6142","1996-10-24 00:00:00",7.0465
"6143","1996-10-25 00:00:00",2.764
"6144","1996-10-26 00:00:00",4.0948
"6145","1996-10-27 00:00:00",4.4341
"6146","1996-10-28 00:00:00",3.4611
"6147","1996-10-29 00:00:00",3.3757
"6148","1996-10-30 00:00:00",4.3476
"6149","1996-10-31 00:00:00",6.4806
"6150","1996-11-01 00:00:00",6.3955
"6151","1996-11-02 00:00:00",5.9841
"6152","1996-11-03 00:00:00",4.3659
"6153","1996-11-04 00:00:00",4.1453
"6154","1996-11-05 00:00:00",3.2103
"6155","1996-11-06 00:00:00",4.2422
"6156","1996-11-07 00:00:00",5.3534
"6157","1996-11-08 00:00:00",6.2535
"6158","1996-11-09 00:00:00",3.3747
"6159","1996-11-10 00:00:00",3.3402
"6160","1996-11-11 00:00:00",3.8847
"6161","1996-11-12 00:00:00",6.7687
"6162","1996-11-13 00:00:00",5.7528
"6163","1996-11-14 00:00:00",4.0684
"6164","1996-11-15 00:00:00",4.6073
"6165","1996-11-16 00:00:00",6.5255
"6166","1996-11-17 00:00:00",3.3835
"6167","1996-11-18 00:00:00",3.8371
"6168","1996-11-19 00:00:00",4.5571
"6169","1996-11-20 00:00:00",4.4816
"6170","1996-11-21 00:00:00",4.2805
"6171","1996-11-22 00:00:00",5.3115
"6172","1996-11-23 00:00:00",6.7206
"6173","1996-11-24 00:00:00",9.1434
"6174","1996-11-25 00:00:00",5.9751
"6175","1996-11-26 00:00:00",5.3409
"6176","1996-11-27 00:00:00",5.6235
"6177","1996-11-28 00:00:00",5.488
"6178","1996-11-29 00:00:00",4.2133
"6179","1996-11-30 00:00:00",4.8688
"6180","1996-12-01 00:00:00",7.7067
"6181","1996-12-02 00:00:00",5.1415
"6182","1996-12-03 00:00:00",5.8202
"6183","1996-12-04 00:00:00",5.1877
"6184","1996-12-05 00:00:00",6.846
"6185","1996-12-06 00:00:00",4.063
"6186","1996-12-07 00:00:00",4.4749
"6187","1996-12-08 00:00:00",3.9786
"6188","1996-12-09 00:00:00",4.4027
"6189","1996-12-10 00:00:00",5.3994
"6190","1996-12-11 00:00:00",6.5796
"6191","1996-12-12 00:00:00",8.4051
"6192","1996-12-13 00:00:00",9.7746
"6193","1996-12-14 00:00:00",9.4895
"6194","1996-12-15 00:00:00",7.0005
"6195","1996-12-16 00:00:00",4.5067
"6196","1996-12-17 00:00:00",4.7599
"6197","1996-12-18 00:00:00",4.7691
"6198","1996-12-19 00:00:00",4.7257
"6199","1996-12-20 00:00:00",6.7607
"6200","1996-12-21 00:00:00",10.585
"6201","1996-12-22 00:00:00",5.0404
"6202","1996-12-23 00:00:00",6.4408
"6203","1996-12-24 00:00:00",4.9877
"6204","1996-12-25 00:00:00",5.7529
"6205","1996-12-26 00:00:00",6.1159
"6206","1996-12-27 00:00:00",7.4254
"6207","1996-12-28 00:00:00",6.3803
"6208","1996-12-29 00:00:00",5.2129
"6209","1996-12-30 00:00:00",6.3635
"6210","1996-12-31 00:00:00",5.9901
"6211","1997-01-01 00:00:00",6.4326
"6212","1997-01-02 00:00:00",7.0596
"6213","1997-01-03 00:00:00",8.8421
"6214","1997-01-04 00:00:00",10.056
"6215","1997-01-05 00:00:00",8.9262
"6216","1997-01-06 00:00:00",6.0182
"6217","1997-01-07 00:00:00",5.9791
"6218","1997-01-08 00:00:00",6.1628
"6219","1997-01-09 00:00:00",6.5527
"6220","1997-01-10 00:00:00",4.8833
"6221","1997-01-11 00:00:00",7.2098
"6222","1997-01-12 00:00:00",6.7096
"6223","1997-01-13 00:00:00",8.7323
"6224","1997-01-14 00:00:00",4.8055
"6225","1997-01-15 00:00:00",5.3301
"6226","1997-01-16 00:00:00",5.826
"6227","1997-01-17 00:00:00",6.4251
"6228","1997-01-18 00:00:00",7.852
"6229","1997-01-19 00:00:00",9.9772
"6230","1997-01-20 00:00:00",10.775
"6231","1997-01-21 00:00:00",2.7195
"6232","1997-01-22 00:00:00",5.0307
"6233","1997-01-23 00:00:00",4.5101
"6234","1997-01-24 00:00:00",5.8709
"6235","1997-01-25 00:00:00",6.8664
"6236","1997-01-26 00:00:00",8.7236
"6237","1997-01-27 00:00:00",5.3361
"6238","1997-01-28 00:00:00",3.8747
"6239","1997-01-29 00:00:00",5.8028
"6240","1997-01-30 00:00:00",6.544
"6241","1997-01-31 00:00:00",6.9599
"6242","1997-02-01 00:00:00",5.8104
"6243","1997-02-02 00:00:00",6.9427
"6244","1997-02-03 00:00:00",8.5702
"6245","1997-02-04 00:00:00",9.3419
"6246","1997-02-05 00:00:00",8.5917
"6247","1997-02-06 00:00:00",1.3535
"6248","1997-02-07 00:00:00",3.4685
"6249","1997-02-08 00:00:00",4.8444
"6250","1997-02-09 00:00:00",2.3178
"6251","1997-02-10 00:00:00",3.9884
"6252","1997-02-11 00:00:00",4.9094
"6253","1997-02-12 00:00:00",5.8153
"6254","1997-02-13 00:00:00",5.8808
"6255","1997-02-14 00:00:00",7.3081
"6256","1997-02-15 00:00:00",6.7012
"6257","1997-02-16 00:00:00",6.3697
"6258","1997-02-17 00:00:00",8.2333
"6259","1997-02-18 00:00:00",8.8398
"6260","1997-02-19 00:00:00",9.4937
"6261","1997-02-20 00:00:00",9.1071
"6262","1997-02-21 00:00:00",8.8212
"6263","1997-02-22 00:00:00",7.5294
"6264","1997-02-23 00:00:00",3.777
"6265","1997-02-24 00:00:00",4.9616
"6266","1997-02-25 00:00:00",5.5094
"6267","1997-02-26 00:00:00",5.0126
"6268","1997-02-27 00:00:00",5.2052
"6269","1997-02-28 00:00:00",6.8115
"6270","1997-03-01 00:00:00",3.6498
"6271","1997-03-02 00:00:00",4.3168
"6272","1997-03-03 00:00:00",3.6661
"6273","1997-03-04 00:00:00",3.7022
"6274","1997-03-05 00:00:00",4.7752
"6275","1997-03-06 00:00:00",5.3202
"6276","1997-03-07 00:00:00",5.6387
"6277","1997-03-08 00:00:00",3.8609
"6278","1997-03-09 00:00:00",4.5184
"6279","1997-03-10 00:00:00",4.5795
"6280","1997-03-11 00:00:00",5.3624
"6281","1997-03-12 00:00:00",3.8362
"6282","1997-03-13 00:00:00",3.6792
"6283","1997-03-14 00:00:00",3.1033
"6284","1997-03-15 00:00:00",2.8521
"6285","1997-03-16 00:00:00",3.6447
"6286","1997-03-17 00:00:00",5.4886
"6287","1997-03-18 00:00:00",5.239
"6288","1997-03-19 00:00:00",3.7351
"6289","1997-03-20 00:00:00",2.553
"6290","1997-03-21 00:00:00",2.4672
"6291","1997-03-22 00:00:00",3.42
"6292","1997-03-23 00:00:00",2.4947
"6293","1997-03-24 00:00:00",2.868
"6294","1997-03-25 00:00:00",3.1002
"6295","1997-03-26 00:00:00",6.0252
"6296","1997-03-27 00:00:00",3.0974
"6297","1997-03-28 00:00:00",2.8952
"6298","1997-03-29 00:00:00",3.0377
"6299","1997-03-30 00:00:00",3.4216
"6300","1997-03-31 00:00:00",3.0615
"6301","1997-04-01 00:00:00",3.5681
"6302","1997-04-02 00:00:00",2.437
"6303","1997-04-03 00:00:00",2.6995
"6304","1997-04-04 00:00:00",2.7803
"6305","1997-04-05 00:00:00",1.6281
"6306","1997-04-06 00:00:00",2.6443
"6307","1997-04-07 00:00:00",2.8039
"6308","1997-04-08 00:00:00",3.0722
"6309","1997-04-09 00:00:00",2.9181
"6310","1997-04-10 00:00:00",3.2414
"6311","1997-04-11 00:00:00",3.9132
"6312","1997-04-12 00:00:00",4.5149
"6313","1997-04-13 00:00:00",4.4025
"6314","1997-04-14 00:00:00",2.6243
"6315","1997-04-15 00:00:00",2.2116
"6316","1997-04-16 00:00:00",2.5642
"6317","1997-04-17 00:00:00",2.1688
"6318","1997-04-18 00:00:00",1.8953
"6319","1997-04-19 00:00:00",2.5637
"6320","1997-04-20 00:00:00",3.6037
"6321","1997-04-21 00:00:00",2.9948
"6322","1997-04-22 00:00:00",2.2155
"6323","1997-04-23 00:00:00",2.6989
"6324","1997-04-24 00:00:00",2.0691
"6325","1997-04-25 00:00:00",3.082
"6326","1997-04-26 00:00:00",3.5146
"6327","1997-04-27 00:00:00",4.7518
"6328","1997-04-28 00:00:00",4.2391
"6329","1997-04-29 00:00:00",4.0084
"6330","1997-04-30 00:00:00",2.6423
"6331","1997-05-01 00:00:00",2.3526
"6332","1997-05-02 00:00:00",0.66657
"6333","1997-05-03 00:00:00",1.2528
"6334","1997-05-04 00:00:00",2.1673
"6335","1997-05-05 00:00:00",1.931
"6336","1997-05-06 00:00:00",0.96247
"6337","1997-05-07 00:00:00",2.0736
"6338","1997-05-08 00:00:00",1.8448
"6339","1997-05-09 00:00:00",1.9786
"6340","1997-05-10 00:00:00",1.7692
"6341","1997-05-11 00:00:00",1.7996
"6342","1997-05-12 00:00:00",1.7234
"6343","1997-05-13 00:00:00",1.6461
"6344","1997-05-14 00:00:00",1.6674
"6345","1997-05-15 00:00:00",1.3598
"6346","1997-05-16 00:00:00",1.6392
"6347","1997-05-17 00:00:00",1.3314
"6348","1997-05-18 00:00:00",0.59588
"6349","1997-05-19 00:00:00",1.4625
"6350","1997-05-20 00:00:00",1.4472
"6351","1997-05-21 00:00:00",0.44263
"6352","1997-05-22 00:00:00",0.96607
"6353","1997-05-23 00:00:00",1.1258
"6354","1997-05-24 00:00:00",1.0416
"6355","1997-05-25 00:00:00",1.5249
"6356","1997-05-26 00:00:00",1.1724
"6357","1997-05-27 00:00:00",1.4229
"6358","1997-05-28 00:00:00",0.50821
"6359","1997-05-29 00:00:00",1.1821
"6360","1997-05-30 00:00:00",1.0515
"6361","1997-05-31 00:00:00",1.4492
"6362","1997-06-01 00:00:00",1.6541
"6363","1997-06-02 00:00:00",1.9238
"6364","1997-06-03 00:00:00",1.6474
"6365","1997-06-04 00:00:00",2.3275
"6366","1997-06-05 00:00:00",1.4407
"6367","1997-06-06 00:00:00",1.1048
"6368","1997-06-07 00:00:00",1.0297
"6369","1997-06-08 00:00:00",0.84387
"6370","1997-06-09 00:00:00",1.6869
"6371","1997-06-10 00:00:00",1.5095
"6372","1997-06-11 00:00:00",1.8415
"6373","1997-06-12 00:00:00",1.1557
"6374","1997-06-13 00:00:00",1.1075
"6375","1997-06-14 00:00:00",0.94632
"6376","1997-06-15 00:00:00",0.85592
"6377","1997-06-16 00:00:00",0.98278
"6378","1997-06-17 00:00:00",0.9499
"6379","1997-06-18 00:00:00",0.92065
"6380","1997-06-19 00:00:00",1.1347
"6381","1997-06-20 00:00:00",1.5388
"6382","1997-06-21 00:00:00",1.3391
"6383","1997-06-22 00:00:00",0.87002
"6384","1997-06-23 00:00:00",0.85493
"6385","1997-06-24 00:00:00",0.88698
"6386","1997-06-25 00:00:00",1.1802
"6387","1997-06-26 00:00:00",0.84735
"6388","1997-06-27 00:00:00",0.57683
"6389","1997-06-28 00:00:00",1.0059
"6390","1997-06-29 00:00:00",0.91301
"6391","1997-06-30 00:00:00",0.84341
"6392","1997-07-01 00:00:00",1.0758
"6393","1997-07-02 00:00:00",1.069
"6394","1997-07-03 00:00:00",0.96212
"6395","1997-07-04 00:00:00",0.73401
"6396","1997-07-05 00:00:00",1.0373
"6397","1997-07-06 00:00:00",1.764
"6398","1997-07-07 00:00:00",2.5986
"6399","1997-07-08 00:00:00",1.206
"6400","1997-07-09 00:00:00",1.3769
"6401","1997-07-10 00:00:00",0.97138
"6402","1997-07-11 00:00:00",1.0374
"6403","1997-07-12 00:00:00",0.76321
"6404","1997-07-13 00:00:00",1.5496
"6405","1997-07-14 00:00:00",1.5604
"6406","1997-07-15 00:00:00",1.1477
"6407","1997-07-16 00:00:00",1.0337
"6408","1997-07-17 00:00:00",0.85333
"6409","1997-07-18 00:00:00",1.14
"6410","1997-07-19 00:00:00",1.3126
"6411","1997-07-20 00:00:00",1.3228
"6412","1997-07-21 00:00:00",1.1341
"6413","1997-07-22 00:00:00",1.2891
"6414","1997-07-23 00:00:00",0.86953
"6415","1997-07-24 00:00:00",1.5188
"6416","1997-07-25 00:00:00",1.9699
"6417","1997-07-26 00:00:00",0.80068
"6418","1997-07-27 00:00:00",1.4671
"6419","1997-07-28 00:00:00",1.6318
"6420","1997-07-29 00:00:00",1.7645
"6421","1997-07-30 00:00:00",1.6288
"6422","1997-07-31 00:00:00",1.053
"6423","1997-08-01 00:00:00",1.4486
"6424","1997-08-02 00:00:00",1.4925
"6425","1997-08-03 00:00:00",0.99984
"6426","1997-08-04 00:00:00",1.9607
"6427","1997-08-05 00:00:00",2.7981
"6428","1997-08-06 00:00:00",0.54448
"6429","1997-08-07 00:00:00",0.97172
"6430","1997-08-08 00:00:00",1.5057
"6431","1997-08-09 00:00:00",1.2787
"6432","1997-08-10 00:00:00",2.3967
"6433","1997-08-11 00:00:00",1.5297
"6434","1997-08-12 00:00:00",1.3922
"6435","1997-08-13 00:00:00",1.2982
"6436","1997-08-14 00:00:00",1.4136
"6437","1997-08-15 00:00:00",3.1034
"6438","1997-08-16 00:00:00",2.1234
"6439","1997-08-17 00:00:00",1.9261
"6440","1997-08-18 00:00:00",1.7563
"6441","1997-08-19 00:00:00",1.2723
"6442","1997-08-20 00:00:00",1.4237
"6443","1997-08-21 00:00:00",2.0264
"6444","1997-08-22 00:00:00",2.3084
"6445","1997-08-23 00:00:00",1.1479
"6446","1997-08-24 00:00:00",1.7395
"6447","1997-08-25 00:00:00",1.3697
"6448","1997-08-26 00:00:00",1.5332
"6449","1997-08-27 00:00:00",1.351
"6450","1997-08-28 00:00:00",2.5624
"6451","1997-08-29 00:00:00",1.8246
"6452","1997-08-30 00:00:00",1.8584
"6453","1997-08-31 00:00:00",0.95729
"6454","1997-09-01 00:00:00",0.30939
"6455","1997-09-02 00:00:00",1.314
"6456","1997-09-03 00:00:00",2.0203
"6457","1997-09-04 00:00:00",1.8283
"6458","1997-09-05 00:00:00",1.9209
"6459","1997-09-06 00:00:00",1.6689
"6460","1997-09-07 00:00:00",1.6639
"6461","1997-09-08 00:00:00",1.8275
"6462","1997-09-09 00:00:00",2.3926
"6463","1997-09-10 00:00:00",2.6702
"6464","1997-09-11 00:00:00",2.5562
"6465","1997-09-12 00:00:00",3.0024
"6466","1997-09-13 00:00:00",1.4152
"6467","1997-09-14 00:00:00",0.45055
"6468","1997-09-15 00:00:00",2.1316
"6469","1997-09-16 00:00:00",2.4288
"6470","1997-09-17 00:00:00",2.7928
"6471","1997-09-18 00:00:00",2.7617
"6472","1997-09-19 00:00:00",1.0771
"6473","1997-09-20 00:00:00",2.1413
"6474","1997-09-21 00:00:00",2.1044
"6475","1997-09-22 00:00:00",2.8336
"6476","1997-09-23 00:00:00",3.6709
"6477","1997-09-24 00:00:00",3.7995
"6478","1997-09-25 00:00:00",2.3246
"6479","1997-09-26 00:00:00",2.5477
"6480","1997-09-27 00:00:00",2.514
"6481","1997-09-28 00:00:00",3.0038
"6482","1997-09-29 00:00:00",3.5114
"6483","1997-09-30 00:00:00",4.3746
"6484","1997-10-01 00:00:00",4.8788
"6485","1997-10-02 00:00:00",2.3795
"6486","1997-10-03 00:00:00",3.1948
"6487","1997-10-04 00:00:00",3.4513
"6488","1997-10-05 00:00:00",3.094
"6489","1997-10-06 00:00:00",2.1284
"6490","1997-10-07 00:00:00",3.1806
"6491","1997-10-08 00:00:00",3.7516
"6492","1997-10-09 00:00:00",7.0329
"6493","1997-10-10 00:00:00",5.7043
"6494","1997-10-11 00:00:00",3.9829
"6495","1997-10-12 00:00:00",3.134
"6496","1997-10-13 00:00:00",2.607
"6497","1997-10-14 00:00:00",3.3866
"6498","1997-10-15 00:00:00",2.991
"6499","1997-10-16 00:00:00",2.7494
"6500","1997-10-17 00:00:00",3.0514
"6501","1997-10-18 00:00:00",3.9904
"6502","1997-10-19 00:00:00",3.049
"6503","1997-10-20 00:00:00",3.2354
"6504","1997-10-21 00:00:00",4.0555
"6505","1997-10-22 00:00:00",4.6929
"6506","1997-10-23 00:00:00",5.6761
"6507","1997-10-24 00:00:00",7.2854
"6508","1997-10-25 00:00:00",8.5034
"6509","1997-10-26 00:00:00",5.0115
"6510","1997-10-27 00:00:00",4.7855
"6511","1997-10-28 00:00:00",5.4491
"6512","1997-10-29 00:00:00",4.4385
"6513","1997-10-30 00:00:00",1.2584
"6514","1997-10-31 00:00:00",0.73026
"6515","1997-11-01 00:00:00",3.2489
"6516","1997-11-02 00:00:00",2.9019
"6517","1997-11-03 00:00:00",3.6205
"6518","1997-11-04 00:00:00",4.5112
"6519","1997-11-05 00:00:00",5.6712
"6520","1997-11-06 00:00:00",6.4474
"6521","1997-11-07 00:00:00",5.4012
"6522","1997-11-08 00:00:00",5.8054
"6523","1997-11-09 00:00:00",5.7506
"6524","1997-11-10 00:00:00",4.8166
"6525","1997-11-11 00:00:00",2.8396
"6526","1997-11-12 00:00:00",4.7321
"6527","1997-11-13 00:00:00",2.4915
"6528","1997-11-14 00:00:00",2.348
"6529","1997-11-15 00:00:00",2.8965
"6530","1997-11-16 00:00:00",4.1135
"6531","1997-11-17 00:00:00",3.5664
"6532","1997-11-18 00:00:00",3.4305
"6533","1997-11-19 00:00:00",4.6199
"6534","1997-11-20 00:00:00",7.0117
"6535","1997-11-21 00:00:00",8.9165
"6536","1997-11-22 00:00:00",10.356
"6537","1997-11-23 00:00:00",6.6023
"6538","1997-11-24 00:00:00",7.1614
"6539","1997-11-25 00:00:00",10.815
"6540","1997-11-26 00:00:00",7.2445
"6541","1997-11-27 00:00:00",7.0059
"6542","1997-11-28 00:00:00",6.9413
"6543","1997-11-29 00:00:00",5.0586
"6544","1997-11-30 00:00:00",5.712
"6545","1997-12-01 00:00:00",6.1816
"6546","1997-12-02 00:00:00",6.0822
"6547","1997-12-03 00:00:00",6.3687
"6548","1997-12-04 00:00:00",6.2088
"6549","1997-12-05 00:00:00",5.1338
"6550","1997-12-06 00:00:00",3.1279
"6551","1997-12-07 00:00:00",5.9952
"6552","1997-12-08 00:00:00",3.8826
"6553","1997-12-09 00:00:00",5.3289
"6554","1997-12-10 00:00:00",6.4406
"6555","1997-12-11 00:00:00",7.8766
"6556","1997-12-12 00:00:00",6.8336
"6557","1997-12-13 00:00:00",6.3308
"6558","1997-12-14 00:00:00",4.2667
"6559","1997-12-15 00:00:00",4.8652
"6560","1997-12-16 00:00:00",6.3999
"6561","1997-12-17 00:00:00",4.0915
"6562","1997-12-18 00:00:00",3.1408
"6563","1997-12-19 00:00:00",5.64
"6564","1997-12-20 00:00:00",8.7208
"6565","1997-12-21 00:00:00",5.4374
"6566","1997-12-22 00:00:00",4.6941
"6567","1997-12-23 00:00:00",5.6516
"6568","1997-12-24 00:00:00",6.681
"6569","1997-12-25 00:00:00",7.195
"6570","1997-12-26 00:00:00",4.9322
"6571","1997-12-27 00:00:00",6.2682
"6572","1997-12-28 00:00:00",7.5048
"6573","1997-12-29 00:00:00",7.9239
"6574","1997-12-30 00:00:00",7.4121
"6575","1997-12-31 00:00:00",7.694
"6576","1998-01-01 00:00:00",9.7353
"6577","1998-01-02 00:00:00",6.0789
"6578","1998-01-03 00:00:00",6.3404
"6579","1998-01-04 00:00:00",6.5536
"6580","1998-01-05 00:00:00",6.7145
"6581","1998-01-06 00:00:00",4.0929
"6582","1998-01-07 00:00:00",5.4535
"6583","1998-01-08 00:00:00",5.5875
"6584","1998-01-09 00:00:00",6.9852
"6585","1998-01-10 00:00:00",6.0552
"6586","1998-01-11 00:00:00",6.9725
"6587","1998-01-12 00:00:00",5.9656
"6588","1998-01-13 00:00:00",8.0188
"6589","1998-01-14 00:00:00",7.6905
"6590","1998-01-15 00:00:00",6.3875
"6591","1998-01-16 00:00:00",8.6997
"6592","1998-01-17 00:00:00",8.7323
"6593","1998-01-18 00:00:00",5.6927
"6594","1998-01-19 00:00:00",5.7227
"6595","1998-01-20 00:00:00",5.7731
"6596","1998-01-21 00:00:00",7.2236
"6597","1998-01-22 00:00:00",4.9112
"6598","1998-01-23 00:00:00",5.2884
"6599","1998-01-24 00:00:00",3.4728
"6600","1998-01-25 00:00:00",5.5888
"6601","1998-01-26 00:00:00",5.2321
"6602","1998-01-27 00:00:00",6.8718
"6603","1998-01-28 00:00:00",4.1186
"6604","1998-01-29 00:00:00",5.0706
"6605","1998-01-30 00:00:00",5.4729
"6606","1998-01-31 00:00:00",7.9786
"6607","1998-02-01 00:00:00",10.317
"6608","1998-02-02 00:00:00",6.21
"6609","1998-02-03 00:00:00",6.3718
"6610","1998-02-04 00:00:00",7.3736
"6611","1998-02-05 00:00:00",5.1049
"6612","1998-02-06 00:00:00",5.6795
"6613","1998-02-07 00:00:00",2.44
"6614","1998-02-08 00:00:00",3.9885
"6615","1998-02-09 00:00:00",5.1996
"6616","1998-02-10 00:00:00",5.9584
"6617","1998-02-11 00:00:00",6.3533
"6618","1998-02-12 00:00:00",5.9825
"6619","1998-02-13 00:00:00",5.4419
"6620","1998-02-14 00:00:00",6.0209
"6621","1998-02-15 00:00:00",3.7175
"6622","1998-02-16 00:00:00",4.6383
"6623","1998-02-17 00:00:00",5.8584
"6624","1998-02-18 00:00:00",7.8986
"6625","1998-02-19 00:00:00",5.6255
"6626","1998-02-20 00:00:00",4.7265
"6627","1998-02-21 00:00:00",5.3601
"6628","1998-02-22 00:00:00",5.0247
"6629","1998-02-23 00:00:00",6.9871
"6630","1998-02-24 00:00:00",9.0159
"6631","1998-02-25 00:00:00",8.7028
"6632","1998-02-26 00:00:00",8.4092
"6633","1998-02-27 00:00:00",5.3486
"6634","1998-02-28 00:00:00",5.2225
"6635","1998-03-01 00:00:00",5.124
"6636","1998-03-02 00:00:00",6.1103
"6637","1998-03-03 00:00:00",7.3616
"6638","1998-03-04 00:00:00",4.1757
"6639","1998-03-05 00:00:00",4.8073
"6640","1998-03-06 00:00:00",3.457
"6641","1998-03-07 00:00:00",5.0374
"6642","1998-03-08 00:00:00",5.6561
"6643","1998-03-09 00:00:00",6.1448
"6644","1998-03-10 00:00:00",7.6806
"6645","1998-03-11 00:00:00",9.0223
"6646","1998-03-12 00:00:00",4.1628
"6647","1998-03-13 00:00:00",1.4463
"6648","1998-03-14 00:00:00",2.8846
"6649","1998-03-15 00:00:00",3.5653
"6650","1998-03-16 00:00:00",3.7559
"6651","1998-03-17 00:00:00",4.147
"6652","1998-03-18 00:00:00",4.1079
"6653","1998-03-19 00:00:00",5.3773
"6654","1998-03-20 00:00:00",6.7002
"6655","1998-03-21 00:00:00",8.0804
"6656","1998-03-22 00:00:00",5.3646
"6657","1998-03-23 00:00:00",2.4128
"6658","1998-03-24 00:00:00",2.977
"6659","1998-03-25 00:00:00",2.9987
"6660","1998-03-26 00:00:00",3.5852
"6661","1998-03-27 00:00:00",3.7498
"6662","1998-03-28 00:00:00",2.3711
"6663","1998-03-29 00:00:00",2.6397
"6664","1998-03-30 00:00:00",2.5962
"6665","1998-03-31 00:00:00",2.7258
"6666","1998-04-01 00:00:00",2.828
"6667","1998-04-02 00:00:00",3.4255
"6668","1998-04-03 00:00:00",3.1117
"6669","1998-04-04 00:00:00",3.5847
"6670","1998-04-05 00:00:00",3.905
"6671","1998-04-06 00:00:00",4.7907
"6672","1998-04-07 00:00:00",6.0225
"6673","1998-04-08 00:00:00",1.5137
"6674","1998-04-09 00:00:00",2.1927
"6675","1998-04-10 00:00:00",2.5811
"6676","1998-04-11 00:00:00",1.0896
"6677","1998-04-12 00:00:00",1.6492
"6678","1998-04-13 00:00:00",2.9623
"6679","1998-04-14 00:00:00",2.0001
"6680","1998-04-15 00:00:00",2.6183
"6681","1998-04-16 00:00:00",2.7637
"6682","1998-04-17 00:00:00",2.9248
"6683","1998-04-18 00:00:00",3.3799
"6684","1998-04-19 00:00:00",0.53579
"6685","1998-04-20 00:00:00",1.639
"6686","1998-04-21 00:00:00",1.7402
"6687","1998-04-22 00:00:00",1.9564
"6688","1998-04-23 00:00:00",2.1042
"6689","1998-04-24 00:00:00",3.1282
"6690","1998-04-25 00:00:00",2.5274
"6691","1998-04-26 00:00:00",1.6783
"6692","1998-04-27 00:00:00",1.9702
"6693","1998-04-28 00:00:00",2.4804
"6694","1998-04-29 00:00:00",1.8512
"6695","1998-04-30 00:00:00",1.6699
"6696","1998-05-01 00:00:00",2.1724
"6697","1998-05-02 00:00:00",2.1842
"6698","1998-05-03 00:00:00",1.7459
"6699","1998-05-04 00:00:00",1.4004
"6700","1998-05-05 00:00:00",1.5728
"6701","1998-05-06 00:00:00",1.3489
"6702","1998-05-07 00:00:00",0.91017
"6703","1998-05-08 00:00:00",1.5938
"6704","1998-05-09 00:00:00",1.7089
"6705","1998-05-10 00:00:00",2.6539
"6706","1998-05-11 00:00:00",1.2443
"6707","1998-05-12 00:00:00",2.202
"6708","1998-05-13 00:00:00",3.3083
"6709","1998-05-14 00:00:00",2.6494
"6710","1998-05-15 00:00:00",1.8478
"6711","1998-05-16 00:00:00",1.6847
"6712","1998-05-17 00:00:00",1.6508
"6713","1998-05-18 00:00:00",2.2253
"6714","1998-05-19 00:00:00",0.65061
"6715","1998-05-20 00:00:00",1.6135
"6716","1998-05-21 00:00:00",2.1344
"6717","1998-05-22 00:00:00",0.72533
"6718","1998-05-23 00:00:00",1.925
"6719","1998-05-24 00:00:00",1.2832
"6720","1998-05-25 00:00:00",1.2133
"6721","1998-05-26 00:00:00",1.9783
"6722","1998-05-27 00:00:00",2.2211
"6723","1998-05-28 00:00:00",2.4392
"6724","1998-05-29 00:00:00",1.9467
"6725","1998-05-30 00:00:00",1.3526
"6726","1998-05-31 00:00:00",1.0488
"6727","1998-06-01 00:00:00",1.1632
"6728","1998-06-02 00:00:00",1.1586
"6729","1998-06-03 00:00:00",2.1095
"6730","1998-06-04 00:00:00",1.5173
"6731","1998-06-05 00:00:00",2.4146
"6732","1998-06-06 00:00:00",0.90141
"6733","1998-06-07 00:00:00",1.3793
"6734","1998-06-08 00:00:00",1.3569
"6735","1998-06-09 00:00:00",1.3858
"6736","1998-06-10 00:00:00",2.2551
"6737","1998-06-11 00:00:00",1.7287
"6738","1998-06-12 00:00:00",1.5514
"6739","1998-06-13 00:00:00",0.86784
