datetime,Ten_Meter_Uwind_vector_meterPerSecond,Ten_Meter_Vwind_vector_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Precipitation_meterPerSecond,Dewpoint_Temperature_celsius,Cloud_Cover_decimalFraction,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Longwave_Radiation_Downwelling_wattPerMeterSquared,Shortwave_Radiation_Downwelling_wattPerMeterSquared
1996-04-03 00:00:00,-0.30408,0.86524,99556,13.621,7.98194444444444e-11,9.8655,0.59141,0.91942,120.7,333.62
1996-04-04 00:00:00,-0.87901,0.31956,99194,15.164,1.05523148148148e-08,9.9292,0.56817,0.93809,179.13,331.37
1996-04-05 00:00:00,0.42535,-2.3586,98789,21.992,0,12.7,0.45775,2.3987,215.71,350.43
1996-04-06 00:00:00,2.4657,0.80391,99376,16.135,1.9255787037037e-07,13.726,0.87998,2.6088,132.72,366.81
1996-04-07 00:00:00,2.2101,2.5308,99894,13.798,6.30405092592593e-09,9.7818,0.31658,3.3732,172.46,321.85
1996-04-08 00:00:00,-0.0015702,3.0298,99923,13.213,2.85821759259259e-09,8.0111,0.68106,3.032,130,337.12
1996-04-09 00:00:00,-0.93633,2.2651,99668,12.287,6.25474537037037e-09,8.1772,0.71289,2.4513,105.96,335.01
1996-04-10 00:00:00,-1.1309,2.3381,99617,11.271,4.81516203703704e-09,6.7971,0.55767,2.6057,116.08,317.65
1996-04-11 00:00:00,-2.1633,0.56291,99402,12.085,1.5462962962963e-09,7.8969,0.52371,2.2442,144.46,302.92
1996-04-12 00:00:00,1.5316,-4.6339,98387,16.265,3.72835648148148e-08,7.361,0.7424,4.8833,134.76,337.39
1996-04-13 00:00:00,6.3061,2.2062,98813,13.691,1.6869212962963e-08,9.2941,0.58715,6.6932,144.47,328.38
1996-04-14 00:00:00,2.2724,3.0228,99545,13.165,7.95196759259259e-09,9.3101,0.80889,3.7886,113.14,340.2
1996-04-15 00:00:00,2.1707,1.1486,99601,12.768,3.91909722222222e-09,9.5535,0.61496,2.4735,101.12,336.08
1996-04-16 00:00:00,0.62125,3.4631,99826,12.911,1.05811342592593e-08,8.8588,0.81189,3.5244,113.07,344.64
1996-04-17 00:00:00,-0.8123,3.267,100070,12.187,1.64988425925926e-09,7.3036,0.83324,3.3674,99.833,337.27
1996-04-18 00:00:00,-0.55666,2.4457,99796,11.919,1.98958333333333e-09,8.1732,0.72305,2.5115,90.204,338.21
1996-04-19 00:00:00,-1.0258,-0.96383,99558,11.813,7.86689814814815e-10,7.4721,0.54169,1.4088,117.99,319.81
1996-04-20 00:00:00,1.8083,-4.2035,99193,17.777,2.92013888888889e-09,7.948,0.91532,4.5826,150.69,340.09
1996-04-21 00:00:00,1.8903,0.80961,100030,12.228,3.62071759259259e-09,8.6502,0.26315,2.0692,149.07,309.6
1996-04-22 00:00:00,-0.026082,-1.2757,99770,11.781,1.63506944444444e-10,6.8356,0.44124,1.2837,162.74,293.54
1996-04-23 00:00:00,2.2168,-1.4023,99371,13.316,1.62638888888889e-09,8.9019,0.2576,2.6252,183.96,305.49
1996-04-24 00:00:00,5.2354,-3.4139,99014,15.206,2.65208333333333e-08,11.084,0.57753,6.252,150.14,331.14
1996-04-25 00:00:00,3.9197,-2.0207,99208,14.93,1.77314814814815e-08,12.568,0.50865,4.41,91.982,336.91
1996-04-26 00:00:00,3.8626,0.29176,99609,14.21,1.58356481481481e-08,11.513,0.74749,3.8893,114.8,341.77
1996-04-27 00:00:00,-1.6611,1.1467,100220,10.954,4.67037037037037e-12,4.3837,0.22697,2.0191,137.97,288.23
1996-04-28 00:00:00,-1.6946,-0.086731,100070,11.803,0,4.3084,0.72487,1.7125,176.93,293.33
1996-04-29 00:00:00,-2.3118,2.8202,100070,11.613,0,5.1043,0.12454,3.6478,168.51,285.34
1996-04-30 00:00:00,-2.3173,1.9851,99801,10.703,0,7.0511,0.10214,3.0524,171.07,280.01
1996-05-01 00:00:00,-0.43946,0.55564,99539,11.548,0,7.1628,0.49133,0.70939,172.82,288.34
1996-05-02 00:00:00,-1.4011,1.1669,99755,13.258,8.45625e-12,9.9846,0.99587,1.8244,157.77,315.38
1996-05-03 00:00:00,-2.4659,1.5107,99731,16.788,7.25439814814815e-10,12.01,0.87393,2.8936,137.63,338.34
1996-05-04 00:00:00,-2.8808,-0.4808,99341,17.294,6.65543981481482e-10,12.578,0.20692,2.9262,155.38,336.3
1996-05-05 00:00:00,-0.34404,1.9674,99497,16.1,3.96111111111111e-09,13.19,0.38285,1.9998,150.23,337.53
1996-05-06 00:00:00,-0.92319,2.13,100070,12.345,1.02121527777778e-09,9.5376,0.35705,2.3244,127.79,314.18
1996-05-07 00:00:00,-1.1454,0.9883,100240,11.015,1.11952546296296e-11,6.9448,0.50611,1.5151,136.23,299.51
1996-05-08 00:00:00,-1.4257,-2.5093,99935,14.223,0,5.8288,0.16317,2.8942,156.4,292.67
1996-05-09 00:00:00,1.5342,-4.2133,99412,17.722,2.12071759259259e-11,6.0112,0.20102,4.5243,156.65,297.2
1996-05-10 00:00:00,1.5323,-2.5219,99223,18.37,1.91030092592593e-08,7.7793,0.35313,2.9822,152.19,324.53
1996-05-11 00:00:00,-1.5621,2.4352,99681,13.391,2.60034722222222e-07,11.785,0.90823,2.8999,84.269,356.27
1996-05-12 00:00:00,-0.39356,3.6024,100330,10.838,1.19259259259259e-09,6.4968,0.57412,3.6243,128.18,312.86
1996-05-13 00:00:00,-0.99581,1.9154,100560,10.517,1.63611111111111e-09,6.0011,0.45476,2.1591,105.46,307.72
1996-05-14 00:00:00,0.047389,0.78077,100610,10.419,2.22141203703704e-09,5.7332,0.41274,0.79399,95.008,305.9
1996-05-15 00:00:00,-1.433,0.36701,100780,11.366,3.50231481481481e-10,7.2541,0.54255,1.4852,103.76,319.37
1996-05-16 00:00:00,-1.9748,-2.2123,100430,10.469,0,4.5848,0.035849,2.9674,137.53,274.04
1996-05-17 00:00:00,-0.24846,-2.3886,99764,11.232,3.40949074074074e-10,2.1072,0.66197,2.4213,142.62,279.66
1996-05-18 00:00:00,0.38162,-0.57546,99484,11.742,3.62511574074074e-08,7.5478,0.84694,0.70719,47.927,329.28
1996-05-19 00:00:00,0.22654,2.3829,100050,10.076,7.35509259259259e-09,6.9051,0.482,2.402,89.458,315.03
1996-05-20 00:00:00,1.1869,1.0244,100310,10.56,3.58136574074074e-09,8.2103,0.72139,1.5783,98.473,316.35
1996-05-21 00:00:00,3.3085,-1.0335,100050,11.973,1.4787037037037e-08,9.9567,0.86125,3.4669,82.645,327.06
1996-05-22 00:00:00,2.8455,-1.0795,99913,12.769,1.30833333333333e-08,10.942,0.6113,3.0446,104.73,323.36
1996-05-23 00:00:00,1.3842,-0.90521,100120,10.908,4.22303240740741e-08,9.9873,0.93077,1.6567,73.151,330.82
1996-05-24 00:00:00,-0.32874,0.42047,100770,11.14,6.47534722222222e-09,9.5355,0.66124,0.54628,111.03,318.45
1996-05-25 00:00:00,-1.6803,-0.56603,100960,9.9464,2.77546296296296e-10,6.4657,0.58559,1.775,100.79,304.66
1996-05-26 00:00:00,-0.7698,-0.97605,100350,9.922,0,6.7388,0.93905,1.254,116.66,300.62
1996-05-27 00:00:00,0.69994,-1.3644,99707,10.178,4.74456018518518e-10,6.7328,0.14012,1.5392,128.52,284.24
1996-05-28 00:00:00,2.6834,-0.12557,99887,12.241,5.84756944444444e-09,10.422,0.62727,2.6977,105.37,330.64
1996-05-29 00:00:00,0.18309,-0.82245,100250,10.087,2.69606481481482e-11,6.8595,0.24923,0.9003,91.89,302.6
1996-05-30 00:00:00,-0.21792,-1.7344,99952,11.151,0,7.0263,0.44494,1.7873,126.87,290.34
1996-05-31 00:00:00,0.5307,-4.9398,99096,15.032,2.8375e-08,6.1325,0.61987,4.977,126.85,309.74
1996-06-01 00:00:00,2.6288,-2.9399,99260,10.546,7.85243055555555e-08,8.9895,0.59748,3.9468,39.914,325.23
1996-06-02 00:00:00,-2.4188,-3.6102,99771,13.411,7.88819444444444e-08,9.6985,0.80305,4.3511,114.12,332.3
1996-06-03 00:00:00,4.5816,-2.1726,99456,13.785,1.60196759259259e-07,11.279,0.86862,5.0726,26.692,354.44
1996-06-04 00:00:00,1.7318,-0.3409,100310,10.191,2.34791666666667e-10,5.5459,0.55152,1.7667,80.556,315.29
1996-06-05 00:00:00,3.7124,-1.8048,99790,11.465,1.60625e-08,9.875,0.88651,4.1326,69.446,334.59
1996-06-06 00:00:00,1.409,0.40345,99533,11.085,3.5712962962963e-08,9.9603,0.6944,1.494,58.243,329.41
1996-06-07 00:00:00,1.2244,0.95523,99832,9.5315,9.60358796296296e-09,7.6648,0.69421,1.5748,87.262,313.24
1996-06-08 00:00:00,0.23636,-0.10101,100100,9.4039,3.95335648148148e-09,6.7243,0.5212,0.28905,89.855,302.86
1996-06-09 00:00:00,-1.2447,0.46785,100330,8.0997,7.29872685185185e-09,5.9276,0.30362,1.3409,77.543,295.07
1996-06-10 00:00:00,-2.3929,0.61712,100410,8.4155,2.17604166666667e-10,5.3194,0.49081,2.4718,99.185,281.98
1996-06-11 00:00:00,-2.5322,-0.033817,100250,6.7742,0,3.5286,0.50801,2.5337,122.87,261.9
1996-06-12 00:00:00,-2.7415,-1.5153,100110,9.0506,0,4.9529,0.91155,3.1341,106.51,280.88
1996-06-13 00:00:00,-2.4664,-0.59968,100060,9.2741,0,4.5025,0.97139,2.5424,89.305,288.26
1996-06-14 00:00:00,-2.0622,-0.39345,99923,8.5857,0,4.9698,0.43183,2.1086,110.47,275.84
1996-06-15 00:00:00,-2.7038,-0.7359,99820,8.5968,0,4.0639,0.08178,2.8035,118.75,264.69
1996-06-16 00:00:00,-3.6448,-3.9625,99075,11.59,5.28136574074074e-08,6.1926,0.76881,5.3849,116.92,308.12
1996-06-17 00:00:00,2.5845,-4.4542,98461,11.921,7.36481481481481e-08,10.865,0.9573,5.1505,47.625,347.09
1996-06-18 00:00:00,2.3989,-4.7403,98693,12.654,5.63125e-08,10.205,0.81811,5.3359,87.747,327.09
1996-06-19 00:00:00,1.7639,-2.0804,98975,11.235,1.2525462962963e-08,9.6188,0.33162,2.7599,91.3,305.45
1996-06-20 00:00:00,-1.1099,-0.998,99093,11.842,9.11458333333333e-11,8.8411,0.47575,1.5296,31.99,324.07
1996-06-21 00:00:00,-2.5877,-2.5881,98608,13.663,2.38819444444444e-08,10.75,0.53929,3.6607,113.72,316.5
1996-06-22 00:00:00,3.349,-1.9702,97674,11.991,1.11681712962963e-07,10.636,0.84753,3.8863,75.204,338.23
1996-06-23 00:00:00,4.2711,-0.61477,98507,11.763,7.35983796296296e-09,9.7195,0.39686,4.316,93.131,305.33
1996-06-24 00:00:00,3.4501,-4.9989,98616,12.034,2.18344907407407e-09,7.9867,0.38239,6.0877,90.593,305.97
1996-06-25 00:00:00,6.4002,-3.9307,98058,11.128,2.07627314814815e-07,8.9446,0.73836,7.5124,89.42,314.94
1996-06-26 00:00:00,5.7337,1.6321,98553,10.571,6.6568287037037e-08,8.0781,0.43575,5.9757,89.739,299.75
1996-06-27 00:00:00,-0.59494,-0.78506,99369,10.316,2.17060185185185e-08,8.2432,0.66758,0.99506,87.292,311.36
1996-06-28 00:00:00,4.6623,-4.2799,98756,11.844,2.09444444444444e-07,9.7738,0.88677,6.3306,72.036,336.55
1996-06-29 00:00:00,5.4602,1.9122,99563,11.587,1.934375e-08,8.5478,0.41904,5.7945,93.704,303.6
1996-06-30 00:00:00,0.29889,-2.7367,99652,11.503,1.33101851851852e-08,7.9203,0.89163,2.759,105.34,312.67
1996-07-01 00:00:00,4.8579,-1.622,99668,11.143,1.43599537037037e-08,8.2336,0.38712,5.1219,67.712,307.36
1996-07-02 00:00:00,0.44441,-2.6777,1e+05,9.6948,3.91990740740741e-09,6.4624,0.27038,2.7472,92.329,285.28
1996-07-03 00:00:00,-1.1096,-6.3104,99119,13.218,9.19513888888889e-08,7.7691,0.8204,6.4134,119.33,317.36
1996-07-04 00:00:00,1.2667,-1.3871,98937,10.523,1.63831018518519e-07,9.9051,0.85048,1.8815,26.918,337.41
1996-07-05 00:00:00,4.9175,-0.74824,99177,9.921,1.07405092592593e-07,8.2676,0.49839,4.9833,87.418,299.19
1996-07-06 00:00:00,2.7277,1.5064,99930,9.4788,1.06333333333333e-08,7.2951,0.72556,3.1298,77.472,309.21
1996-07-07 00:00:00,-0.7407,0.24473,100380,8.1828,4.53726851851852e-09,5.8315,0.56308,0.79736,89.431,301.93
1996-07-08 00:00:00,-0.88063,-2.4077,99922,8.0851,0,4.8275,0.64294,2.5674,106.02,289.01
1996-07-09 00:00:00,1.6705,-4.2251,99043,9.3767,6.04097222222222e-08,6.7814,0.76523,4.5456,96.894,311.36
1996-07-10 00:00:00,2.1368,-2.2768,98656,8.2504,4.18425925925926e-08,6.5113,0.66546,3.1225,104.26,299.34
1996-07-11 00:00:00,-0.74439,-0.9326,98380,6.601,8.03993055555556e-08,5.4501,0.80708,1.204,87.142,292.76
1996-07-12 00:00:00,0.72503,2.1863,98941,8.111,1.18981481481481e-08,6.1212,0.59073,2.3133,106.78,293.64
1996-07-13 00:00:00,1.6801,1.3106,99280,8.3112,6.38518518518519e-09,6.4153,0.44871,2.1437,102.63,290.6
1996-07-14 00:00:00,1.8903,-0.72565,99283,9.0658,6.28645833333333e-09,6.9644,0.49743,2.0299,103.87,297.81
1996-07-15 00:00:00,-0.2976,0.12988,99357,8.5342,5.54618055555556e-09,5.6029,0.66235,0.334,106.41,294.19
1996-07-16 00:00:00,0.99926,-6.061,98566,10.424,1.20983796296296e-07,8.1702,0.8735,6.1539,64.115,328.8
1996-07-17 00:00:00,1.2135,-5.3494,98409,13.07,2.33090277777778e-10,10.248,0.2974,5.5038,118.26,301.01
1996-07-18 00:00:00,4.3724,-4.8995,97556,12.955,1.05493055555556e-07,10.455,0.5664,6.5731,101.49,327.63
1996-07-19 00:00:00,6.3723,-1.1206,97480,9.8595,2.12222222222222e-07,8.7459,0.75499,6.4762,94.833,303.1
1996-07-20 00:00:00,4.1509,1.3027,98805,10.041,2.48854166666667e-08,6.9342,0.58206,4.3559,109.7,298.55
1996-07-21 00:00:00,3.7788,-3.2194,98934,11.283,1.86377314814815e-08,9.041,0.63543,4.9739,88.857,320.41
1996-07-22 00:00:00,2.2168,-4.5614,98323,12.333,4.48842592592593e-13,6.9987,0.20612,5.0947,127.81,285.52
1996-07-23 00:00:00,3.5049,-1.4877,98246,10.442,6.19502314814815e-08,9.0168,0.63965,3.8082,81.958,312.7
1996-07-24 00:00:00,0.45386,-2.0708,98816,9.6955,1.26516203703704e-10,5.2708,0.82625,2.1497,126.65,288.88
1996-07-25 00:00:00,0.034672,-1.2903,98873,10.33,5.9025462962963e-09,6.3561,0.88651,1.3199,107.75,310.47
1996-07-26 00:00:00,-1.0433,2.6169,99330,10.26,2.16643518518519e-09,8.4387,0.45667,2.82,119.68,294.07
1996-07-27 00:00:00,-0.32123,1.3729,98833,8.4668,5.8e-11,6.2404,0.46173,1.432,133.8,283.92
1996-07-28 00:00:00,3.5198,-0.26218,98533,10.278,2.99861111111111e-08,8.1498,0.63912,3.5329,109.54,309.89
1996-07-29 00:00:00,2.948,3.6224,99041,9.0139,1.6056712962963e-08,5.8005,0.36844,4.6787,120.54,288.39
1996-07-30 00:00:00,1.5733,-4.008,98519,10.381,5.82939814814815e-08,5.7955,0.83586,4.3331,125.07,317.06
1996-07-31 00:00:00,5.3328,-5.0825,97693,11.566,1.53229166666667e-07,9.7301,0.80336,7.3718,72.121,330.84
1996-08-01 00:00:00,5.7357,-6.0236,97573,10.903,1.47986111111111e-07,8.2632,0.66092,8.3251,109.91,310.16
1996-08-02 00:00:00,6.744,-5.382,97604,11.379,9.67569444444445e-08,9.474,0.68474,8.6317,111.23,316.42
1996-08-03 00:00:00,6.2665,-3.8385,98081,10.256,1.98032407407407e-07,9.0227,0.80299,7.3502,120.78,311.84
1996-08-04 00:00:00,3.766,-0.77409,98730,9.3489,2.39803240740741e-08,7.4366,0.58964,3.8493,107.56,298.45
1996-08-05 00:00:00,2.9816,-4.9844,98611,11.042,3.85266203703704e-08,6.7011,0.81217,5.8189,120.79,307.72
1996-08-06 00:00:00,6.5507,0.47961,98770,8.7069,9.12546296296296e-08,6.1815,0.48934,6.5764,73.113,296.08
1996-08-07 00:00:00,2.4691,1.7471,99840,7.214,5.22326388888889e-08,5.0908,0.34547,3.0506,128.77,285.18
1996-08-08 00:00:00,1.7275,-1.0791,100400,9.132,3.43194444444444e-10,6.3587,0.77556,2.0522,112.14,301.51
1996-08-09 00:00:00,1.9317,-2.2219,100310,10.199,5.87303240740741e-10,7.767,0.5588,2.9681,106.22,309.48
1996-08-10 00:00:00,1.3037,-4.6777,99894,10.907,0,5.2566,0.023915,4.8864,159.01,268.98
1996-08-11 00:00:00,2.8519,-5.6462,99362,12.948,1.00989583333333e-12,4.7143,0.16879,6.3533,164.7,287.68
1996-08-12 00:00:00,1.436,-4.0428,99021,13.733,2.45138888888889e-10,4.9012,0.45368,4.3317,113.4,313.37
1996-08-13 00:00:00,4.2796,-2.943,98543,13.753,2.9568287037037e-08,8.4531,0.81429,5.1982,127.86,329.53
1996-08-14 00:00:00,1.8643,-0.33047,99086,9.2267,6.78055555555556e-09,6.2014,0.26446,1.8968,141.12,289.13
1996-08-15 00:00:00,3.4913,-1.7035,99122,9.9552,2.06631944444444e-08,6.3089,0.43378,3.8885,153.38,294.27
1996-08-16 00:00:00,4.8528,-4.2849,98939,10.547,3.78518518518519e-08,6.1158,0.45723,6.4812,131.86,294.12
1996-08-17 00:00:00,2.7231,1.8405,98941,6.8229,5.28738425925926e-08,4.2564,0.52173,3.3059,119.47,286.77
1996-08-18 00:00:00,1.9925,2.7346,99735,7.3045,6.20520833333333e-08,5.1797,0.73277,3.3897,136.27,296.38
1996-08-19 00:00:00,0.16523,2.2297,100150,9.3304,1.55787037037037e-08,8.1463,0.6279,2.242,142.15,303.57
1996-08-20 00:00:00,-0.99616,-1.2814,100100,9.9518,6.7400462962963e-09,6.6257,0.95786,1.6376,87.194,327.49
1996-08-21 00:00:00,1.7602,-5.3869,99266,10.482,5.21006944444444e-08,7.7208,0.98165,5.682,79.255,339.52
1996-08-22 00:00:00,1.9387,-0.47564,99180,9.0103,3.24398148148148e-08,7.7255,0.51294,2.0007,80.009,308.15
1996-08-23 00:00:00,2.1569,-2.1448,99310,10.034,1.31284722222222e-08,7.9814,0.3749,3.0581,138.26,298.75
1996-08-24 00:00:00,1.7044,-3.7893,99375,10.737,0,5.8716,0.55338,4.1869,185.39,276.82
1996-08-25 00:00:00,0.23309,-1.3995,99663,11.865,1.45868055555556e-12,7.9805,0.88992,1.4831,156.48,313.2
1996-08-26 00:00:00,-0.31621,-1.8868,99276,12.021,2.06990740740741e-07,10.58,0.92785,1.9234,67.721,347.4
1996-08-27 00:00:00,3.0807,0.53434,99210,11.322,1.78680555555556e-08,10.057,0.75147,3.1366,133.02,323.42
1996-08-28 00:00:00,-0.39105,1.3089,99554,9.9395,2.81423611111111e-10,7.2308,0.93543,1.3796,152.44,299.74
1996-08-29 00:00:00,-0.80599,2.0078,99805,9.8353,3.8806712962963e-09,6.811,0.53155,2.1673,171.13,292.17
1996-08-30 00:00:00,-0.48412,1.8266,99787,9.515,6.79861111111111e-10,6.7939,0.64203,1.8986,144.61,296.2
1996-08-31 00:00:00,-0.15377,-0.087815,99161,8.8219,1.92638888888889e-11,6.3352,0.53144,0.19625,188.25,288.85
1996-09-01 00:00:00,3.2764,1.4155,98789,9.5715,7.44594907407408e-08,7.3067,0.68055,3.5916,107.05,307.22
1996-09-02 00:00:00,2.4209,1.3147,99360,9.7833,9.70694444444444e-09,6.797,0.54669,2.7595,142.16,302.08
1996-09-03 00:00:00,1.5647,-3.853,99067,11.765,8.37407407407407e-09,6.8173,0.49857,4.1876,143.48,297.71
1996-09-04 00:00:00,5.8435,-0.48999,99111,12.138,7.92615740740741e-09,8.2117,0.3806,5.8664,175.72,302.73
1996-09-05 00:00:00,3.9772,0.30628,99314,10.892,1.2005787037037e-08,7.6904,0.29074,3.9934,166.15,297.06
1996-09-06 00:00:00,1.8134,-2.8464,98557,13.58,1.04013888888889e-08,7.7077,0.4884,3.3838,193.32,301.74
1996-09-07 00:00:00,3.9371,-0.29417,98803,11.432,6.09097222222222e-09,8.3581,0.67617,3.9522,176.63,299.42
1996-09-08 00:00:00,2.3979,-2.0001,98605,11.918,1.52743055555556e-08,9.1162,0.41733,3.1379,177.87,302.7
1996-09-09 00:00:00,3.7375,1.4925,98614,10.611,4.66666666666667e-09,5.914,0.37048,4.0389,193.74,298.97
1996-09-10 00:00:00,-1.5942,-3.4353,98126,11.958,3.80543981481481e-09,4.814,0.53232,3.7953,162.69,303.16
1996-09-11 00:00:00,7.8945,-2.6953,97185,11.749,1.42534722222222e-07,7.203,0.66785,8.3443,176.24,311.4
1996-09-12 00:00:00,7.7989,1.5255,98235,8.4909,5.92083333333333e-08,4.1328,0.41473,7.9542,192.2,286.81
1996-09-13 00:00:00,6.5016,-0.71235,98725,11.543,1.28530092592593e-08,7.8271,0.56029,6.5409,160.37,308.83
1996-09-14 00:00:00,3.2521,-5.7856,98424,15.201,7.53460648148148e-11,7.2081,0.49174,6.6669,222.16,300.99
1996-09-15 00:00:00,2.47,-4.7357,97820,17.717,0,6.737,0.017419,5.3592,239.26,302.91
1996-09-16 00:00:00,5.6479,-1.6756,98464,13.85,1.38587962962963e-08,10.186,0.27208,5.8941,176.89,311.12
1996-09-17 00:00:00,0.76619,-4.1965,98811,14.586,5.66261574074074e-10,6.6329,0.30939,4.299,209.74,300.23
1996-09-18 00:00:00,3.2144,-2.277,97685,16.122,6.68472222222222e-08,10.43,0.70209,3.9397,217.89,333.8
1996-09-19 00:00:00,2.6768,1.6636,98049,7.846,1.08780092592593e-07,5.4841,0.53738,3.1683,189.75,289.33
1996-09-20 00:00:00,2.1521,0.85161,98919,6.751,6.92303240740741e-08,3.6904,0.58335,2.3253,193.23,287.8
1996-09-21 00:00:00,2.0213,-5.6852,98666,11.191,1.63969907407407e-09,3.531,0.85438,6.0643,181.49,299.7
1996-09-22 00:00:00,2.8488,-3.4464,97705,15.04,4.15717592592593e-08,7.1172,0.52819,4.4716,251.29,310.99
1996-09-23 00:00:00,4.719,-2.0199,98232,11.311,7.66261574074074e-08,7.157,0.65076,5.1339,208.89,307.21
1996-09-24 00:00:00,3.2837,-1.1069,98972,8.6789,1.81458333333333e-08,3.5696,0.221,3.467,230.41,279.88
1996-09-25 00:00:00,3.5913,-2.5889,98833,11.066,2.36435185185185e-08,6.9477,0.49231,4.4281,213.34,298.55
1996-09-26 00:00:00,-0.25215,1.5036,99237,7.8132,1.32592592592593e-08,3.1416,0.13288,1.5298,230.51,264.52
1996-09-27 00:00:00,-4.8067,-1.2445,98598,11.331,8.28414351851852e-08,2.6833,0.869,4.9703,249.04,300.5
1996-09-28 00:00:00,-1.0568,-2.6697,96705,10.63,2.34594907407407e-07,9.9899,0.98394,2.8719,51.871,357.14
1996-09-29 00:00:00,7.414,-2.648,96150,11.01,1.82673611111111e-07,9.5761,0.93854,7.8764,136.61,333.05
1996-09-30 00:00:00,7.0587,1.8691,97866,9.606,5.78391203703704e-08,5.7244,0.64089,7.3101,153.79,305.84
1996-10-01 00:00:00,5.1934,-2.2382,99070,11.812,4.91296296296296e-08,9.4114,0.60372,5.6565,194.21,315.64
1996-10-02 00:00:00,2.3999,-1.8108,99507,12.132,1.69571759259259e-08,10.028,0.50243,3.0118,221.6,302.96
1996-10-03 00:00:00,0.057768,-1.5689,99368,14.677,8.64675925925926e-12,8.8048,0.26633,1.6536,274.34,300.15
1996-10-04 00:00:00,0.67313,-2.4354,98658,18.067,6.13668981481482e-08,11.708,0.92892,2.5625,235.37,346.8
1996-10-05 00:00:00,-0.8511,3.8127,99019,11.603,9.99363425925926e-09,9.0618,0.58302,3.9079,165.89,319.68
1996-10-06 00:00:00,0.038648,2.562,99894,10.72,4.37615740740741e-12,5.3221,0.58538,2.5636,210.98,306.34
1996-10-07 00:00:00,-1.4638,0.59542,100200,10.697,0,6.8591,0.35041,1.5852,196.66,304.64
1996-10-08 00:00:00,0.25959,-2.3038,99629,14.923,0,9.0888,0.69411,2.3621,292.02,305.94
1996-10-09 00:00:00,1.8728,-4.4805,98779,18.963,0,7.9612,0.6311,4.8981,242.62,320.56
1996-10-10 00:00:00,3.0219,-5.3126,97932,21.365,1.61226851851852e-10,10.941,0.17106,6.1335,289.31,325.36
1996-10-11 00:00:00,7.4821,1.7682,98901,11.534,1.55694444444444e-08,6.3522,0.6397,7.7002,219.49,318.38
1996-10-12 00:00:00,3.1699,0.38985,100040,11.444,3.21608796296296e-11,6.6409,0.62867,3.2108,190.03,320.46
1996-10-13 00:00:00,-0.44007,-0.38569,100040,12.264,0,8.7243,0.40577,0.60438,251.48,301.1
1996-10-14 00:00:00,-0.45616,-2.7906,99473,18.872,0,7.8112,0.019221,2.8735,307.59,303.58
1996-10-15 00:00:00,2.0034,-3.3623,98619,21.569,5.74618055555556e-08,8.8873,0.84669,3.924,264.73,348.07
1996-10-16 00:00:00,0.81014,1.6986,99419,11.019,4.19050925925926e-10,6.0137,0.3768,1.8869,218.1,307.94
1996-10-17 00:00:00,2.3026,0.17052,99309,11.324,1.60578703703704e-12,5.955,0.12361,2.3305,280.03,286.67
1996-10-18 00:00:00,5.3325,-1.3524,98793,13.84,2.18414351851852e-08,9.2077,0.48773,5.5018,280.16,313.78
1996-10-19 00:00:00,0.59398,2.8043,99867,9.6403,3.47847222222222e-12,2.7801,0.50953,2.871,239.11,297.09
1996-10-20 00:00:00,-2.1868,0.48341,100320,11.479,0,4.7007,0.040623,2.2434,304.81,280.33
1996-10-21 00:00:00,-1.8866,-0.19235,100260,15.307,0,6.5802,0,1.9078,323.69,288.38
1996-10-22 00:00:00,-2.2779,-2.3954,99905,19.61,0,6.1086,0.41569,3.3172,326.36,305.85
1996-10-23 00:00:00,-0.53828,-4.7711,99252,23.287,0,5.0588,0.92674,4.8256,319.81,318.32
1996-10-24 00:00:00,0.6625,2.0093,99330,18.081,2.44375e-08,10.172,0.9732,2.1489,277.91,348.32
1996-10-25 00:00:00,-1.448,4.447,100150,11.014,3.89861111111111e-09,5.0598,0.6145,4.6774,169.19,313.54
1996-10-26 00:00:00,-1.6677,2.5004,99868,10.495,0,5.3209,0.46731,3.0062,297.63,278.82
1996-10-27 00:00:00,1.0691,1.3786,99667,11.885,3.72743055555556e-12,6.2462,0.1656,1.7549,315.96,288.34
1996-10-28 00:00:00,2.268,0.77253,99503,11.906,3.27928240740741e-10,7.2959,0.51686,2.4054,238.33,315.58
1996-10-29 00:00:00,2.6087,2.0098,99516,12.868,2.55439814814815e-09,7.1185,0.68312,3.3053,209.17,332.91
1996-10-30 00:00:00,-2.2107,1.2913,99692,11.86,0,5.2701,0.16671,2.5622,302.71,284.16
1996-10-31 00:00:00,-2.6998,-2.8134,99163,19.331,5.01863425925926e-11,3.3698,0.73666,3.9076,324.58,324.28
1996-11-01 00:00:00,-1.1138,-2.9594,98785,22.224,2.25844907407407e-09,6.456,0.78602,3.1826,250.44,353.61
1996-11-02 00:00:00,1.9389,1.0326,98848,17.932,1.51238425925926e-08,10.574,0.95339,2.2348,242.13,364.39
1996-11-03 00:00:00,-0.8427,4.7272,99489,12.651,5.41331018518518e-11,6.4629,0.69199,4.802,268.36,322.78
1996-11-04 00:00:00,-1.5742,4.4921,99765,11.271,5.9525462962963e-10,3.8923,0.75061,4.7602,263.83,312.29
1996-11-05 00:00:00,-1.3271,3.8939,99740,11.83,5.33946759259259e-09,6.5825,0.77011,4.114,190.75,328.83
