Date,Pluie (mm),ETP (mm),Débit (m3/s),Débit (mm/j)
2006-02-07,0,5.4,0.000903472,0.002447
2006-02-08,0,6.2,0.000900347,0.002439
2006-02-09,11.6,3.7,0.001031019,0.002792
2006-02-10,0,4.1,0.000928588,0.002515
2006-02-11,0,4.2,0.000905324,0.002452
2006-02-12,0,4.6,0.000906713,0.002456
2006-02-13,0,4.1,0.00090162,0.002442
2006-02-14,0,4.6,0.000896644,0.002429
2006-02-15,0,4.8,0.00089294,0.002418
2006-02-16,0,6.1,0.00089456,0.002423
2006-02-17,0,4.3,0.000883449,0.002393
2006-02-18,0,3.8,0.000883449,0.002393
2006-02-19,0,3.5,0.000883449,0.002393
2006-02-20,0,4.2,0.000879167,0.002381
2006-02-21,0,4.3,0.000874884,0.002370
2006-02-22,0,4.5,0.000876273,0.002373
2006-02-23,0,2.9,0.000881134,0.002387
2006-02-24,1.6,3,0.000886111,0.002400
2006-02-25,19.2,3.3,0.000890509,0.002412
2006-02-26,0,3.2,0.000885069,0.002397
2006-02-27,0,4.2,0.000876042,0.002373
2006-02-28,0,4.5,0.000867361,0.002349
2006-03-01,0,5.5,0.000860764,0.002331
2006-03-02,0,6.2,0.00085463,0.002315
2006-03-03,0,4.7,0.000848495,0.002298
2006-03-04,0,6.1,0.000842593,0.002282
2006-03-05,0,5.4,0.000839699,0.002274
2006-03-06,0,3.7,0.000837963,0.002270
2006-03-07,0,3.7,0.000836227,0.002265
2006-03-08,0,4.8,0.000834491,0.002260
2006-03-09,0,4.8,0.000833102,0.002256
2006-03-10,0,4.9,0.000835185,0.002262
2006-03-11,0,6,0.000838194,0.002270
2006-03-12,0,5.7,0.00084456,0.002287
2006-03-13,5.6,3.3,0.000849306,0.002300
2006-03-14,0,3.5,0.000849306,0.002300
2006-03-15,0,3.2,0.000849306,0.002300
2006-03-16,0.6,2.7,0.000849421,0.002301
2006-03-17,0,2,0.000855671,0.002318
2006-03-18,0,2.9,0.000855671,0.002318
2006-03-19,0,2.8,0.000853472,0.002312
2006-03-20,0,3.6,0.000851273,0.002306
2006-03-21,0,3.8,0.00084919,0.002300
2006-03-22,0,4.2,0.000847454,0.002295
2006-03-23,0,4.9,0.000845718,0.002291
2006-03-24,0,5.2,0.000843981,0.002286
2006-03-25,0,5.4,0.000842245,0.002281
2006-03-26,0,2.9,0.000845139,0.002289
2006-03-27,13.4,1,0.000898843,0.002434
2006-03-28,8.8,2.7,0.000896528,0.002428
2006-03-29,0,2.6,0.000879514,0.002382
2006-03-30,0,2.3,0.000879977,0.002383
2006-03-31,0,2.2,0.000874884,0.002370
2006-04-01,0.6,1.7,0.000874884,0.002370
2006-04-02,0.2,2.6,0.000874884,0.002370
2006-04-03,0,2.3,0.000875,0.002370
2006-04-04,0,2,0.000882639,0.002391
2006-04-05,3,1.2,0.00089838,0.002433
2006-04-06,5.8,2.2,0.000891551,0.002415
2006-04-07,0.8,1.6,0.000883565,0.002393
2006-04-08,0,1.2,0.000883449,0.002393
2006-04-09,0,2.7,0.000883449,0.002393
2006-04-10,0,3,0.000882407,0.002390
2006-04-11,0,2.2,0.000875231,0.002371
2006-04-12,3.4,2,0.00087581,0.002372
2006-04-13,0,2.5,0.000888773,0.002407
2006-04-14,0.3,1.2,0.000913773,0.002475
2006-04-15,4.1,1.9,0.000905556,0.002453
2006-04-16,0,2.6,0.0008875,0.002404
2006-04-17,0,2.7,0.001173958,0.003180
2006-04-18,16,1.6,0.001225231,0.003318
2006-04-19,4.6,1.7,0.000980787,0.002656
2006-04-20,18,1.4,0.002332639,0.006318
2006-04-21,6.4,1.7,0.001031829,0.002795
2006-04-22,0,1.7,0.00092581,0.002508
2006-04-23,0,1.4,0.000906134,0.002454
2006-04-24,0,2,0.000899769,0.002437
2006-04-25,0,2.1,0.000894792,0.002424
2006-04-26,0,3,0.000907523,0.002458
2006-04-27,0,2.9,0.000909954,0.002465
2006-04-28,4.2,1.2,0.000927778,0.002513
2006-04-29,2.3,1.2,0.000957407,0.002593
2006-04-30,1.4,1.3,0.000933102,0.002527
2006-05-01,3,1.1,0.000929167,0.002517
2006-05-02,0.8,0.9,0.001195833,0.003239
2006-05-03,12,1,0.002204514,0.005971
2006-05-04,0.4,1.3,0.001284606,0.003479
2006-05-05,0.6,0.9,0.001509491,0.004088
2006-05-06,5.1,1,0.004875116,0.013204
2006-05-07,40.6,1.3,0.022714352,0.061521
2006-05-08,1.9,1,0.00380625,0.010309
2006-05-09,5,0.7,0.010596991,0.028702
2006-05-10,10,1.2,0.014906713,0.040374
2006-05-11,0,0.8,0.004136111,0.011203
2006-05-12,0,1.5,0.002422338,0.006561
2006-05-13,0,1.1,0.001764583,0.004779
2006-05-14,0,1.4,0.001487269,0.004028
2006-05-15,0,1,0.001316667,0.003566
2006-05-16,0,1.1,0.001193403,0.003232
2006-05-17,0,1.7,0.001091551,0.002956
2006-05-18,0,1.5,0.001034838,0.002803
2006-05-19,0,1.4,0.000999537,0.002707
2006-05-20,0,1.2,0.00097963,0.002653
2006-05-21,0,1,0.000964583,0.002613
2006-05-22,0.6,0.5,0.000968634,0.002624
2006-05-23,0,1.1,0.000972338,0.002634
2006-05-24,0,0.9,0.000972338,0.002634
2006-05-25,0,1.4,0.000971644,0.002632
2006-05-26,0.8,1.4,0.000963426,0.002609
2006-05-27,0,1.4,0.000952894,0.002581
2006-05-28,0.6,0.8,0.000942593,0.002553
2006-05-29,2.2,0.5,0.000941319,0.002550
2006-05-30,0,1.1,0.000955671,0.002588
2006-05-31,0,1.3,0.001475116,0.003995
2006-06-01,9.8,0.6,0.004232639,0.011464
2006-06-02,3,0.8,0.003018171,0.008175
2006-06-03,1.5,0.9,0.002165046,0.005864
2006-06-04,2,0.7,0.001853472,0.005020
2006-06-05,0.1,0.9,0.001780324,0.004822
2006-06-06,0,1.1,0.001626505,0.004405
2006-06-07,0,1.2,0.001566435,0.004243
2006-06-08,0,1.4,0.001516551,0.004108
2006-06-09,0,1.2,0.001449074,0.003925
2006-06-10,0.6,0.9,0.001390741,0.003767
2006-06-11,5.3,0.8,0.001440741,0.003902
2006-06-12,0.6,0.4,0.001759954,0.004767
2006-06-13,0,1.2,0.001689815,0.004577
2006-06-14,0,1.2,0.001595486,0.004321
2006-06-15,0,1.3,0.001535069,0.004158
2006-06-16,1.4,0.6,0.001489583,0.004034
2006-06-17,0.6,1.1,0.001449306,0.003925
2006-06-18,0,0.9,0.001442593,0.003907
2006-06-19,0,1.3,0.006085301,0.016482
2006-06-20,0,1.5,0.013461111,0.036459
2006-06-21,0,1.4,0.013062153,0.035378
2006-06-22,0,1.5,0.012645486,0.034250
2006-06-23,0.2,0.8,0.012190046,0.033016
2006-06-24,0,0.5,0.011405324,0.030891
2006-06-25,0,0.9,0.010946065,0.029647
2006-06-26,0,1.2,0.011623032,0.031481
2006-06-27,0,1,0.011760069,0.031852
2006-06-28,0,1.6,0.011608912,0.031442
2006-06-29,0,1.9,0.0115875,0.031384
2006-06-30,14.2,0.7,0.018323727,0.049629
2006-07-01,8.9,0.7,0.14858206,0.402429
2006-07-02,14.9,0.5,0.161678704,0.437901
2006-07-03,1.2,0.8,0.074573495,0.201980
2006-07-04,0,0.7,0.051503588,0.139496
2006-07-05,0,1.3,0.039604051,0.107266
2006-07-06,0.6,0.8,0.03241875,0.087805
2006-07-07,0,0.7,0.029627778,0.080246
2006-07-08,1.4,0.5,0.028989815,0.078518
2006-07-09,0.2,1.2,0.029819676,0.080766
2006-07-10,0,2,0.025933449,0.070240
2006-07-11,8,0.5,0.027090972,0.073375
2006-07-12,0.8,0.7,0.036769444,0.099589
2006-07-13,0,1.1,0.027708796,0.075048
2006-07-14,0,0.7,0.024608218,0.066650
2006-07-15,16.1,0.4,0.087197801,0.236172
2006-07-16,18.6,0.6,0.629300231,1.704437
2006-07-17,41.1,0.5,2.536576389,6.870226
2006-07-18,4.8,0.8,0.433204514,1.173319
2006-07-19,0,1,0.189997454,0.514601
2006-07-20,0,1.1,0.12099537,0.327712
2006-07-21,0,1.4,0.091317477,0.247330
2006-07-22,0,1.4,0.073397917,0.198796
2006-07-23,0,0.9,0.063500694,0.171989
2006-07-24,0.8,1.2,0.056821412,0.153899
2006-07-25,0,1.2,0.049099421,0.132984
2006-07-26,0,1.6,0.042671759,0.115575
2006-07-27,0,1.7,0.038174421,0.103394
2006-07-28,0,1.9,0.03619213,0.098025
2006-07-29,9.6,0.7,0.062639815,0.169658
2006-07-30,6.3,1,0.115648032,0.313229
2006-07-31,3.9,0.9,0.092130208,0.249531
2006-08-01,0,1,0.070631944,0.191304
2006-08-02,0,1.4,0.057622454,0.156068
2006-08-03,1.2,1.2,0.050019676,0.135476
2006-08-04,0,0.9,0.043916088,0.118945
2006-08-05,0,1.2,0.040149653,0.108744
2006-08-06,0,1.5,0.035991898,0.097483
2006-08-07,0,1.8,0.031570486,0.085508
2006-08-08,0,2.4,0.02872338,0.077796
2006-08-09,0,1.5,0.026070602,0.070611
2006-08-10,0.8,1.7,0.024150347,0.065410
2006-08-11,0,1.3,0.024279398,0.065760
2006-08-12,0,2.1,0.023161458,0.062732
2006-08-13,0,2.7,0.022586806,0.061176
2006-08-14,0,1.3,0.020507755,0.055545
2006-08-15,0,1.8,0.019231481,0.052088
2006-08-16,0,3.2,0.018949306,0.051324
2006-08-17,9.2,1.5,0.026234028,0.071054
2006-08-18,5.2,1,0.039607986,0.107277
2006-08-19,0.8,1.6,0.040822222,0.110566
2006-08-20,0,3,0.031843634,0.086247
2006-08-21,0,1.7,0.028056134,0.075989
2006-08-22,4.4,1.5,0.024326042,0.065886
2006-08-23,0,1.2,0.026451852,0.071644
2006-08-24,2.2,1,0.031028472,0.084039
2006-08-25,3.8,1.2,0.042404051,0.114850
2006-08-26,0,1.3,0.036615046,0.099171
2006-08-27,0,1.7,0.031046991,0.084090
2006-08-28,1.8,1.3,0.029703472,0.080451
2006-08-29,0,2.2,0.027718634,0.075075
2006-08-30,0,2.5,0.024577315,0.066567
2006-08-31,0,3,0.022007523,0.059607
2006-09-01,0,3.4,0.019297454,0.052266
2006-09-02,0,3.6,0.016748264,0.045362
2006-09-03,7.9,1.6,0.018724653,0.050715
2006-09-04,0.9,2,0.025912384,0.070183
2006-09-05,0,2,0.023318634,0.063158
2006-09-06,13.4,1.3,0.04565463,0.123654
2006-09-07,4,1.3,0.054734606,0.148247
2006-09-08,2.2,1.4,0.050156944,0.135848
2006-09-09,9.6,1.5,0.056575694,0.153233
2006-09-10,0,2.1,0.063583102,0.172213
2006-09-11,0,2.6,0.041119907,0.111372
2006-09-12,0,3.1,0.031407755,0.085067
2006-09-13,0,2.8,0.025639583,0.069444
2006-09-14,0,2.6,0.024854398,0.067317
2006-09-15,0,3.1,0.019653704,0.053231
2006-09-16,0,3.8,0.016728009,0.045307
2006-09-17,0,4.5,0.01462581,0.039613
2006-09-18,0,4.4,0.012758102,0.034555
2006-09-19,0,4,0.011578819,0.031361
2006-09-20,5.2,1.7,0.012648611,0.034258
2006-09-21,1.6,3,0.014455093,0.039151
2006-09-22,0,2.7,0.012782523,0.034621
2006-09-23,1.3,2.8,0.011943171,0.032348
2006-09-24,21.8,2.1,0.042125,0.114094
2006-09-25,2.4,2.8,0.065849421,0.178351
2006-09-26,0,3.8,0.035745023,0.096814
2006-09-27,0,3,0.024759375,0.067060
2006-09-28,0,3.1,0.018501852,0.050112
2006-09-29,0,2.2,0.014976273,0.040563
2006-09-30,0,3.8,0.012720833,0.034454
2006-10-01,0,4,0.011267708,0.030518
2006-10-02,0,3.2,0.009552315,0.025872
2006-10-03,0,4.7,0.008252778,0.022352
2006-10-04,0,5.6,0.007434722,0.020137
2006-10-05,0,3.4,0.005785417,0.015670
2006-10-06,0,3.7,0.004690972,0.012705
2006-10-07,0,5.3,0.004482176,0.012140
2006-10-08,0,3.3,0.004082407,0.011057
2006-10-09,0,3.4,0.003370486,0.009129
2006-10-10,0,4.6,0.003360069,0.009101
2006-10-11,0,6.2,0.003478125,0.009420
2006-10-12,0,7,0.002961921,0.008022
2006-10-13,0,3.6,0.002386111,0.006463
2006-10-14,0,3.6,0.002020833,0.005473
2006-10-15,0,3.3,0.001764468,0.004779
2006-10-16,0,4.4,0.001669097,0.004521
2006-10-17,0,4.2,0.001729167,0.004683
2006-10-18,0,3.5,0.001748611,0.004736
2006-10-19,0,3.8,0.001524653,0.004129
2006-10-20,0,3,0.001359259,0.003682
2006-10-21,0,3.5,0.001127778,0.003055
2006-10-22,0,4.6,0.000998495,0.002704
2006-10-23,0,5.6,0.000986343,0.002671
2006-10-24,0,5.2,0.00097338,0.002636
2006-10-25,0,3.6,0.000964931,0.002613
2006-10-26,0,3.9,0.000954167,0.002584
2006-10-27,0,2.7,0.000954167,0.002584
2006-10-28,0.8,2.2,0.00095463,0.002586
2006-10-29,0.2,4.2,0.000951042,0.002576
2006-10-30,0,4.7,0.000948495,0.002569
2006-10-31,0,4.4,0.000954282,0.002585
2006-11-01,0.2,4,0.000934722,0.002532
2006-11-02,1,2.9,0.000947801,0.002567
2006-11-03,0,3.7,0.000940625,0.002548
2006-11-04,0,3.8,0.000940972,0.002549
2006-11-05,0,3.8,0.000954167,0.002584
2006-11-06,0,3.7,0.00096088,0.002603
2006-11-07,0,3.7,0.000971759,0.002632
2006-11-08,0,4.3,0.000951505,0.002577
2006-11-09,0,4.7,0.000927546,0.002512
2006-11-10,0,6,0.000919444,0.002490
2006-11-11,0,5,0.00091956,0.002491
2006-11-12,12.8,3.6,0.000975463,0.002642
2006-11-13,2.6,3.4,0.000935995,0.002535
2006-11-14,1,3.5,0.000927315,0.002512
2006-11-15,1.4,3.1,0.000927315,0.002512
2006-11-16,2,3.9,0.000923264,0.002501
2006-11-17,0,5.2,0.0009125,0.002471
2006-11-18,0,6.6,0.000905324,0.002452
2006-11-19,0,6.3,0.000945139,0.002560
2006-11-20,0,7.6,0.000930208,0.002519
2006-11-21,0,5.5,0.000925347,0.002506
2006-11-22,1.2,4.1,0.000922801,0.002499
2006-11-23,0.4,5,0.000900116,0.002438
2006-11-24,0,7,0.000897801,0.002432
2006-11-25,0,7.4,0.000897569,0.002431
2006-11-26,0,4.1,0.000898843,0.002434
2006-11-27,0,6.8,0.000867014,0.002348
2006-11-28,0,6.9,0.000859144,0.002327
2006-11-29,0,7.1,0.000857755,0.002323
2006-11-30,0,7.2,0.000858333,0.002325
2006-12-01,0,5,0.000869097,0.002354
2006-12-02,0,4.1,0.000851852,0.002307
2006-12-03,0,4.4,0.000856019,0.002318
2006-12-04,0,5.8,0.000853009,0.002310
2006-12-05,0,7.3,0.000870486,0.002358
2006-12-06,0,5,0.000895486,0.002425
2006-12-07,0,6.5,0.000863079,0.002338
2006-12-08,0,8.4,0.000864931,0.002343
2006-12-09,0,8.8,0.000874306,0.002368
2006-12-10,0,5.4,0.000868519,0.002352
2006-12-11,0,4.6,0.000869676,0.002355
2006-12-12,0,5.4,0.000876273,0.002373
2006-12-13,0,6.3,0.000916898,0.002483
2006-12-14,0,2.7,0.000870949,0.002359
2006-12-15,3,4.2,0.000873611,0.002366
2006-12-16,0,5.4,0.000873958,0.002367
2006-12-17,0,6.6,0.000885417,0.002398
2006-12-18,0,7.4,0.000868403,0.002352
2006-12-19,0,6.4,0.000872454,0.002363
2006-12-20,0,7.3,0.000851157,0.002305
2006-12-21,0,4.9,0.00085162,0.002307
2006-12-22,11.4,1.8,0.000876389,0.002374
2006-12-23,1.2,3.9,0.000883449,0.002393
2006-12-24,0.2,3.7,0.00088125,0.002387
2006-12-25,2.6,3.3,0.000872222,0.002362
2006-12-26,0.5,3.3,0.000880556,0.002385
2006-12-27,0,4.4,0.000891667,0.002415
2006-12-28,0,5,0.00089213,0.002416
2006-12-29,1.4,5,0.000899769,0.002437
2006-12-30,4.8,6.6,0.00088912,0.002408
2006-12-31,0,6.1,0.000854745,0.002315
2007-01-01,0,6,0.000849421,0.002301
2007-01-02,0,6,0.000839005,0.002272
2007-01-03,0,6.7,0.000837037,0.002267
2007-01-04,0,6.8,0.000834954,0.002261
2007-01-05,0,4.3,0.000834028,0.002259
2007-01-06,5.4,4.6,0.000885995,0.002400
2007-01-07,5,2.5,0.001230556,0.003333
2007-01-08,0.2,4.8,0.001276042,0.003456
2007-01-09,0,6.1,0.001399074,0.003789
2007-01-10,0,8.1,0.000964468,0.002612
2007-01-11,0,5.4,0.000867014,0.002348
2007-01-12,0,4.8,0.000835417,0.002263
2007-01-13,0,4.4,0.00084537,0.002290
2007-01-14,0,5.1,0.000841435,0.002279
2007-01-15,0,6.3,0.000851968,0.002308
2007-01-16,0,7.8,0.000844097,0.002286
2007-01-17,0,5.3,0.000853588,0.002312
2007-01-18,0,3.3,0.000854051,0.002313
2007-01-19,5,1.9,0.000890509,0.002412
2007-01-20,17.6,2.8,0.000933218,0.002528
2007-01-21,10.3,1.7,0.000950694,0.002575
2007-01-22,0.9,4.7,0.000916551,0.002482
2007-01-23,0,5.2,0.000895023,0.002424
2007-01-24,0,5.3,0.000890394,0.002412
2007-01-25,0,6.2,0.000885648,0.002399
2007-01-26,0,6.2,0.000886574,0.002401
2007-01-27,0,3.6,0.000884606,0.002396
2007-01-28,0,2.4,0.000893866,0.002421
2007-01-29,0.2,4.8,0.000893866,0.002421
2007-01-30,0,5.8,0.000896759,0.002429
2007-01-31,0,4.5,0.000899074,0.002435
2007-02-01,0,6.4,0.000895718,0.002426
2007-02-02,0,7.4,0.000895023,0.002424
2007-02-03,0,7.4,0.000892477,0.002417
2007-02-04,0,7.7,0.000895718,0.002426
2007-02-05,0,7.1,0.000898148,0.002433
2007-02-06,0,4.6,0.000900116,0.002438
2007-02-07,0,4.3,0.000921991,0.002497
2007-02-08,0,4.3,0.00089213,0.002416
2007-02-09,0,5.2,0.000937731,0.002540
2007-02-10,0,4,0.000956019,0.002589
2007-02-11,0,2.8,0.00090081,0.002440
2007-02-12,0,5.6,0.000901389,0.002441
2007-02-13,0,6,0.00090081,0.002440
2007-02-14,0,4.4,0.00090081,0.002440
2007-02-15,0,6.1,0.00090081,0.002440
2007-02-16,0,6.2,0.00090081,0.002440
2007-02-17,0,7.6,0.000903588,0.002447
2007-02-18,0,5.5,0.00089456,0.002423
2007-02-19,0,6.1,0.000890394,0.002412
2007-02-20,0,4.7,0.000889815,0.002410
2007-02-21,1.2,4.9,0.000904977,0.002451
2007-02-22,0,4.6,0.000898264,0.002433
2007-02-23,0,5.5,0.000898958,0.002435
2007-02-24,0.4,3.5,0.000900347,0.002439
2007-02-25,0,4.2,0.00090081,0.002440
2007-02-26,0,4.2,0.000896296,0.002428
2007-02-27,0,5,0.000897801,0.002432
2007-02-28,0,5.2,0.000906134,0.002454
2007-03-01,0,5.1,0.000905324,0.002452
2007-03-02,0,5.9,0.000903819,0.002448
2007-03-03,0,3.5,0.000900694,0.002439
2007-03-04,0,3.6,0.00089537,0.002425
2007-03-05,0,3.2,0.000900231,0.002438
2007-03-06,0,3.6,0.000915162,0.002479
2007-03-07,0,4.3,0.000929514,0.002518
2007-03-08,0,3.4,0.000894792,0.002424
2007-03-09,0,5.1,0.00090706,0.002457
2007-03-10,0,6.4,0.000904167,0.002449
2007-03-11,0,2.3,0.000901505,0.002442
2007-03-12,0,3.5,0.000914583,0.002477
2007-03-13,0,3.9,0.000958681,0.002597
2007-03-14,0,5.3,0.000999653,0.002708
2007-03-15,0,5.1,0.001263542,0.003422
2007-03-16,1,2.2,0.001050694,0.002846
2007-03-17,0,3.1,0.000941319,0.002550
2007-03-18,0,2.7,0.000969097,0.002625
2007-03-19,0,3.4,0.001005324,0.002723
2007-03-20,0,1.7,0.00097037,0.002628
2007-03-21,0,3.8,0.000908681,0.002461
2007-03-22,0,4,0.000896991,0.002429
2007-03-23,0,3.7,0.000917245,0.002484
2007-03-24,12.2,2.9,0.00091956,0.002491
2007-03-25,0,3,0.000896181,0.002427
2007-03-26,0,3.8,0.000897685,0.002431
2007-03-27,0,4.1,0.000896644,0.002429
2007-03-28,3.6,1.9,0.000922801,0.002499
2007-03-29,2.2,2.1,0.001030324,0.002791
2007-03-30,10,2.3,0.000945023,0.002560
2007-03-31,1.2,2,0.000936227,0.002536
2007-04-01,0.4,3.3,0.000929051,0.002516
2007-04-02,0,2.7,0.000927315,0.002512
2007-04-03,0,2.3,0.000926968,0.002511
2007-04-04,0,2.8,0.000925579,0.002507
2007-04-05,0,2.6,0.000921644,0.002496
2007-04-06,0,2.6,0.00091956,0.002491
2007-04-07,0,2.8,0.000920718,0.002494
2007-04-08,0,3.8,0.000912616,0.002472
2007-04-09,0,4.3,0.0009125,0.002471
2007-04-10,0,4.8,0.000912153,0.002471
2007-04-11,0,4.6,0.000910417,0.002466
2007-04-12,0,4.2,0.000898032,0.002432
2007-04-13,0,4.6,0.00089375,0.002421
2007-04-14,0,3.6,0.00089838,0.002433
2007-04-15,0,2.3,0.00090081,0.002440
2007-04-16,0,2.3,0.000903819,0.002448
2007-04-17,0,2.7,0.000907407,0.002458
2007-04-18,0.2,1.8,0.000930208,0.002519
2007-04-19,0,2.9,0.000928241,0.002514
2007-04-20,0,2.9,0.000909838,0.002464
2007-04-21,1,2.1,0.000907755,0.002459
2007-04-22,0.4,1.8,0.000910648,0.002466
2007-04-23,0,2,0.00091412,0.002476
2007-04-24,0,2.6,0.000919329,0.002490
2007-04-25,0,2.5,0.000927778,0.002513
2007-04-26,3.2,0.8,0.001548495,0.004194
2007-04-27,43,1,0.002845602,0.007707
2007-04-28,19.6,0.7,0.046939005,0.127133
2007-04-29,54.9,1,0.233071065,0.631265
2007-04-30,4.9,1.6,0.062232755,0.168555
2007-05-01,0,3,0.022264583,0.060303
2007-05-02,0,1.5,0.010545833,0.028563
2007-05-03,8,1.1,0.007134606,0.019324
2007-05-04,9.6,1.2,0.006939815,0.018796
2007-05-05,1.1,1.4,0.005399653,0.014625
2007-05-06,1.3,1.3,0.004334722,0.011740
2007-05-07,0.2,1.9,0.003425116,0.009277
2007-05-08,4.2,1.8,0.003002083,0.008131
2007-05-09,0,1.5,0.002507639,0.006792
2007-05-10,0,1.5,0.002072917,0.005614
2007-05-11,0,1.7,0.001895023,0.005133
2007-05-12,0,1.9,0.001759954,0.004767
2007-05-13,0,2,0.001581481,0.004283
2007-05-14,0,1.9,0.001536227,0.004161
2007-05-15,1,1.1,0.001567824,0.004246
2007-05-16,0.4,1.5,0.001484259,0.004020
2007-05-17,0,1.7,0.001634028,0.004426
2007-05-18,0,1,0.001779861,0.004821
2007-05-19,3.4,1.3,0.002000694,0.005419
2007-05-20,2.6,1.4,0.002266435,0.006139
2007-05-21,7.6,1,0.004689583,0.012702
2007-05-22,12,0.7,0.01224537,0.033166
2007-05-23,8.8,0.8,0.014130324,0.038271
2007-05-24,0.6,1.6,0.011758796,0.031848
2007-05-25,0,2.1,0.007953935,0.021543
2007-05-26,0,2,0.005330787,0.014438
2007-05-27,0,2.1,0.004331019,0.011730
2007-05-28,7.4,1.5,0.004975347,0.013476
2007-05-29,12.4,0.6,0.012834722,0.034762
2007-05-30,12.4,1.1,0.052665509,0.142643
2007-05-31,16,0.5,0.413912269,1.121066
2007-06-01,27,0.5,1.315018056,3.561679
2007-06-02,15.8,0.9,0.327490625,0.886997
2007-06-03,0.7,0.8,0.144636574,0.391743
2007-06-04,12.5,0.5,0.244190162,0.661380
2007-06-05,8,0.7,0.250994097,0.679808
2007-06-06,0,0.6,0.118819444,0.321818
2007-06-07,0.8,0.5,0.094097338,0.254859
2007-06-08,3.2,0.8,0.086576042,0.234488
2007-06-09,1.5,0.8,0.068144213,0.184566
2007-06-10,0,0.9,0.058191551,0.157610
2007-06-11,9.8,0.6,0.13959838,0.378097
2007-06-12,0.2,0.8,0.121282639,0.328490
2007-06-13,0,1.2,0.068412153,0.185292
2007-06-14,0,0.7,0.052253241,0.141526
2007-06-15,0,1,0.041677546,0.112882
2007-06-16,0.3,1,0.035410648,0.095908
2007-06-17,0.4,0.6,0.032900463,0.089110
2007-06-18,1.9,0.7,0.036681019,0.099349
2007-06-19,12,0.7,0.144185417,0.390521
2007-06-20,1.6,0.7,0.108076157,0.292720
2007-06-21,3.2,0.4,0.09275544,0.251225
2007-06-22,1.8,0.8,0.090953588,0.246345
2007-06-23,0,1.1,0.059289005,0.160582
2007-06-24,0,1,0.046711574,0.126517
2007-06-25,0,1.2,0.039779051,0.107740
2007-06-26,3.8,0.7,0.044900231,0.121611
2007-06-27,1,0.7,0.045519907,0.123289
2007-06-28,4,0.8,0.054917593,0.148742
2007-06-29,0.4,0.9,0.067682986,0.183317
2007-06-30,4,0.6,0.074159144,0.200857
2007-07-01,0.8,0.8,0.064741667,0.175350
2007-07-02,0.8,1.1,0.223727083,0.605957
2007-07-03,15,1,0.360451505,0.976270
2007-07-04,11.2,0.8,0.611073958,1.655072
2007-07-05,11.4,0.9,0.738095486,1.999105
2007-07-06,6.8,0.5,1.315137616,3.562003
2007-07-07,14.3,0.7,1.327533333,3.595576
2007-07-08,13.8,0.7,0.937349537,2.538777
2007-07-09,1.3,0.8,0.392723495,1.063677
2007-07-10,0,1,0.230538426,0.624405
2007-07-11,0.8,0.7,0.164730093,0.446166
2007-07-12,1.6,0.4,0.135184838,0.366143
2007-07-13,0.8,0.7,0.128317824,0.347544
2007-07-14,1.9,0.8,0.119654282,0.324079
2007-07-15,0.7,0.7,0.099103704,0.268419
2007-07-16,0.2,1.2,0.08799838,0.238340
2007-07-17,21.2,0.8,1.12282419,3.041129
2007-07-18,0,0.8,0.363913079,0.985645
2007-07-19,0,0.8,0.191140162,0.517696
2007-07-20,0,1.1,0.133461806,0.361476
2007-07-21,0,1.5,0.103951389,0.281549
2007-07-22,0,2,0.086994097,0.235620
2007-07-23,0,1.9,0.076836574,0.208109
2007-07-24,0,2.5,0.064991088,0.176026
2007-07-25,0,2.2,0.055825694,0.151202
2007-07-26,0,1.7,0.049012269,0.132748
2007-07-27,3.6,1,0.053245139,0.144213
2007-07-28,3,1.1,0.07513044,0.203488
2007-07-29,13.4,0.8,0.305725579,0.828047
2007-07-30,0.6,1.3,0.20065706,0.543472
2007-07-31,0,1.6,0.125022685,0.338619
2007-08-01,6.2,1.3,0.160546181,0.434834
2007-08-02,3,1,0.115096065,0.311734
2007-08-03,1.4,1.3,0.105264236,0.285104
2007-08-04,1.2,0.9,0.086623495,0.234617
2007-08-05,3.3,1.2,0.109619213,0.296900
2007-08-06,0.7,1.3,0.088204745,0.238899
2007-08-07,0,1.8,0.074569329,0.201968
2007-08-08,10,1,0.171989699,0.465828
2007-08-09,0.2,1.1,0.122496296,0.331777
2007-08-10,0,2.2,0.084461574,0.228761
2007-08-11,0,1.4,0.061847685,0.167512
2007-08-12,3,1.1,0.054860185,0.148587
2007-08-13,0.6,1.1,0.052631597,0.142551
2007-08-14,0,1.9,0.046435185,0.125768
2007-08-15,0,2.4,0.0401125,0.108643
2007-08-16,0.6,0.9,0.037987616,0.102888
2007-08-17,9.2,1.5,0.05704294,0.154499
2007-08-18,0.3,1.3,0.060056019,0.162660
2007-08-19,2.9,1.2,0.054255208,0.146948
2007-08-20,0,1.8,0.047740509,0.129303
2007-08-21,0,1.4,0.041144329,0.111438
2007-08-22,0,2,0.036569907,0.099048
2007-08-23,0,2.3,0.034827894,0.094330
2007-08-24,0,3,0.03090081,0.083694
2007-08-25,0,3,0.027668287,0.074939
2007-08-26,0,3.4,0.024539005,0.066463
2007-08-27,0,3.7,0.021632176,0.058590
2007-08-28,0,1.8,0.019234375,0.052096
2007-08-29,0,2.3,0.016675926,0.045166
2007-08-30,0,4,0.016372338,0.044344
2007-08-31,13.6,1.7,0.038267593,0.103646
2007-09-01,0,2.2,0.041204051,0.111600
2007-09-02,0,2.1,0.029251968,0.079228
